name,datetime,temp,precip,visibility,uvindex,severerisk
Redwood National Park,2018-12-19,52.9,0,6.1,4,
Redwood National Park,2018-12-20,53.2,0.93,6.9,1,
Redwood National Park,2018-12-21,44.5,0,8.6,5,
Redwood National Park,2018-12-22,42.5,0.006,9.6,1,
Redwood National Park,2018-12-23,52.3,0.06,8.8,2,
Redwood National Park,2018-12-24,51.6,0.608,6.5,1,
Redwood National Park,2018-12-25,47.8,0,9,4,
Redwood National Park,2018-12-26,42.9,0.013,8.9,2,
Redwood National Park,2018-12-27,43.7,0.002,9.4,4,
Redwood National Park,2018-12-28,41.6,0,9.4,4,
Redwood National Park,2018-12-29,43.5,0.003,8.6,4,
Redwood National Park,2018-12-30,48.2,0.119,7.6,3,
Redwood National Park,2018-12-31,43.1,0,9.9,4,
Redwood National Park,2019-01-01,42.7,0,9.7,4,
Redwood National Park,2019-01-02,40.8,0,9.3,4,
Redwood National Park,2019-01-03,44.3,0,9.4,3,
Redwood National Park,2019-01-04,45.8,0,8.8,4,
Redwood National Park,2019-01-05,49.9,0.255,8.8,3,
Redwood National Park,2019-01-06,44.6,0.646,8.2,1,
Redwood National Park,2019-01-07,46.2,0.208,9.5,2,
Redwood National Park,2019-01-08,59,0.166,9.5,1,
Redwood National Park,2019-01-09,53.8,0.513,9.2,2,
Redwood National Park,2019-01-10,53.9,0.018,9.8,3,
Redwood National Park,2019-01-11,53.7,0.034,9.8,4,
Redwood National Park,2019-01-12,54,0.013,9.7,4,
Redwood National Park,2019-01-13,49.1,0,9.4,5,
Redwood National Park,2019-01-14,50.1,0.067,9.4,4,
Redwood National Park,2019-01-15,53.1,0.086,9.9,4,
Redwood National Park,2019-01-16,54.7,0.582,9.1,1,
Redwood National Park,2019-01-17,49.3,1.126,8.5,3,
Redwood National Park,2019-01-18,52.7,0.527,8.1,1,
Redwood National Park,2019-01-19,56.8,1.681,6.5,1,
Redwood National Park,2019-01-20,48.9,2.161,6.4,1,
Redwood National Park,2019-01-21,45.5,0.033,9.3,5,
Redwood National Park,2019-01-22,43.7,0,9.5,5,
Redwood National Park,2019-01-23,47.5,0.006,6.4,2,
Redwood National Park,2019-01-24,47.7,0,6.2,5,
Redwood National Park,2019-01-25,46.1,0,7.8,5,
Redwood National Park,2019-01-26,51,0,9.1,3,
Redwood National Park,2019-01-27,47.5,0,5.9,5,
Redwood National Park,2019-01-28,51.1,0,7.9,3,
Redwood National Park,2019-01-29,49.5,0,3.4,5,
Redwood National Park,2019-01-30,50,0,8.9,4,
Redwood National Park,2019-01-31,48.7,0,9.3,5,
Redwood National Park,2019-02-01,53.3,0.454,8.9,1,
Redwood National Park,2019-02-02,54.1,0.083,9,3,
Redwood National Park,2019-02-03,47.5,0.759,8.4,2,
Redwood National Park,2019-02-04,38.2,0.566,8.2,3,
Redwood National Park,2019-02-05,37.9,0.047,9.3,5,
Redwood National Park,2019-02-06,42.3,0.024,9.7,6,
Redwood National Park,2019-02-07,42.4,0,9.8,4,
Redwood National Park,2019-02-08,46.3,0,9.9,6,
Redwood National Park,2019-02-09,41.7,0.447,8.8,1,
Redwood National Park,2019-02-10,39.8,0.635,9.1,4,
Redwood National Park,2019-02-11,45.2,0.073,9.9,4,
Redwood National Park,2019-02-12,47.5,0.636,9,2,
Redwood National Park,2019-02-13,51.9,0.753,7.6,2,
Redwood National Park,2019-02-14,48.8,1.531,6.4,2,
Redwood National Park,2019-02-15,42.9,1.046,8.4,4,
Redwood National Park,2019-02-16,43.6,0.537,8.4,4,
Redwood National Park,2019-02-17,39.6,0.108,9.4,4,
Redwood National Park,2019-02-18,39.2,0,9.3,6,
Redwood National Park,2019-02-19,40.4,0.007,9.4,6,
Redwood National Park,2019-02-20,42.6,0.379,8.7,4,
Redwood National Park,2019-02-21,42,0,9.9,7,
Redwood National Park,2019-02-22,40.2,0,9.8,7,
Redwood National Park,2019-02-23,44.8,0.444,8.8,1,
Redwood National Park,2019-02-24,48.2,1.91,6.5,1,
Redwood National Park,2019-02-25,46.9,2.49,4.8,1,
Redwood National Park,2019-02-26,42.3,1.692,4.6,1,
Redwood National Park,2019-02-27,44,0.764,6.2,2,
Redwood National Park,2019-02-28,42.7,0.197,8.9,4,
Redwood National Park,2019-03-01,45.7,0.125,9.4,5,
Redwood National Park,2019-03-02,49.5,0.088,9.6,6,
Redwood National Park,2019-03-03,49.7,0,9.5,7,
Redwood National Park,2019-03-04,46.3,0,9.7,7,
Redwood National Park,2019-03-05,45.7,0.404,9.1,1,
Redwood National Park,2019-03-06,47.5,1.097,7.6,2,
Redwood National Park,2019-03-07,42.7,0.043,9.4,7,
Redwood National Park,2019-03-08,42.1,0.073,9.6,7,
Redwood National Park,2019-03-09,45.8,0.141,9.7,7,
Redwood National Park,2019-03-10,47,0.011,9.5,8,
Redwood National Park,2019-03-11,46.1,0,9.5,8,
Redwood National Park,2019-03-12,46.7,0.272,9.1,5,
Redwood National Park,2019-03-13,43.7,0,9.7,8,
Redwood National Park,2019-03-14,44.7,0,9.8,7,
Redwood National Park,2019-03-15,45.4,0,9.3,8,
Redwood National Park,2019-03-16,46.2,0,8.5,8,
Redwood National Park,2019-03-17,48.5,0,6.2,8,
Redwood National Park,2019-03-18,47.6,0,5.9,8,
Redwood National Park,2019-03-19,49.4,0,7,7,
Redwood National Park,2019-03-20,51.3,0.125,9.2,4,
Redwood National Park,2019-03-21,47.9,0,9.2,8,
Redwood National Park,2019-03-22,49.9,0.504,7,2,
Redwood National Park,2019-03-23,49.5,0.048,8.3,6,
Redwood National Park,2019-03-24,48.1,0,9.1,7,
Redwood National Park,2019-03-25,50,0.925,7.8,4,
Redwood National Park,2019-03-26,48.7,0.002,9.8,8,
Redwood National Park,2019-03-27,51.5,0.519,8.9,6,
Redwood National Park,2019-03-28,51,0.55,9.4,6,
Redwood National Park,2019-03-29,50.4,0.19,9.2,5,
Redwood National Park,2019-03-30,47,0,9.1,9,
Redwood National Park,2019-03-31,50.3,0,9.9,8,
Redwood National Park,2019-04-01,52.7,0.108,8.1,4,
Redwood National Park,2019-04-02,53.7,0.221,7.7,3,
Redwood National Park,2019-04-03,53.1,0.078,7.6,3,
Redwood National Park,2019-04-04,54,0.076,9.4,4,
Redwood National Park,2019-04-05,53.6,0.66,7.9,7,
Redwood National Park,2019-04-06,55.9,0.244,9.2,4,
Redwood National Park,2019-04-07,59.2,0.555,7.1,3,
Redwood National Park,2019-04-08,55.5,1.48,3.8,1,
Redwood National Park,2019-04-09,50.7,0.082,9.6,5,
Redwood National Park,2019-04-10,50.8,0,9.9,8,
Redwood National Park,2019-04-11,49.4,0.094,9.1,3,
Redwood National Park,2019-04-12,50.6,0,9,7,
Redwood National Park,2019-04-13,50.4,0.002,9.2,6,
Redwood National Park,2019-04-14,49.3,0.053,8.2,8,
Redwood National Park,2019-04-15,47.4,0.14,9.4,5,
Redwood National Park,2019-04-16,50.5,0.142,8.9,6,
Redwood National Park,2019-04-17,50.8,0.005,9.7,9,
Redwood National Park,2019-04-18,53.2,0,6.4,9,
Redwood National Park,2019-04-19,53.7,0,7.4,5,
Redwood National Park,2019-04-20,51.4,0.043,6.9,3,
Redwood National Park,2019-04-21,51,0,9.2,9,
Redwood National Park,2019-04-22,51.4,0,9.6,9,
Redwood National Park,2019-04-23,52.9,0,9.3,9,
Redwood National Park,2019-04-24,51.5,0,6.2,9,
Redwood National Park,2019-04-25,50.5,0,6.1,9,
Redwood National Park,2019-04-26,51.1,0,7.3,9,
Redwood National Park,2019-04-27,50.1,0,7,9,
Redwood National Park,2019-04-28,48.5,0,7,9,
Redwood National Park,2019-04-29,50.1,0,7.8,10,
Redwood National Park,2019-04-30,50.9,0,9.4,10,
Redwood National Park,2019-05-01,48.9,0,9.8,10,
Redwood National Park,2019-05-02,46.2,0,9.8,10,
Redwood National Park,2019-05-03,47.5,0,9.1,9,
Redwood National Park,2019-05-04,47.7,0,5.3,10,
Redwood National Park,2019-05-05,49,0,8.1,6,
Redwood National Park,2019-05-06,49.8,0,8.2,5,
Redwood National Park,2019-05-07,51.2,0,8.8,6,
Redwood National Park,2019-05-08,51.7,0,7.2,9,
Redwood National Park,2019-05-09,51.8,0,8.1,9,
Redwood National Park,2019-05-10,50.5,0,2.4,10,
Redwood National Park,2019-05-11,50.4,0,7.2,9,
Redwood National Park,2019-05-12,50.5,0,8.2,7,
Redwood National Park,2019-05-13,52,0,9.7,9,
Redwood National Park,2019-05-14,53.6,0.03,9.9,3,
Redwood National Park,2019-05-15,55.4,0.606,8.5,6,
Redwood National Park,2019-05-16,51.9,0.643,7.4,5,
Redwood National Park,2019-05-17,53.2,0.129,8.9,6,
Redwood National Park,2019-05-18,51.8,0.359,9.5,3,
Redwood National Park,2019-05-19,51.9,0,9.5,10,
Redwood National Park,2019-05-20,51.1,0.226,8.9,10,
Redwood National Park,2019-05-21,52.1,0.835,5.4,1,
Redwood National Park,2019-05-22,53.4,0.001,8.3,6,
Redwood National Park,2019-05-23,55.6,0,8.1,10,
Redwood National Park,2019-05-24,53.8,0,7.7,9,
Redwood National Park,2019-05-25,52.1,0.105,9.2,9,
Redwood National Park,2019-05-26,52,0.056,9.4,9,
Redwood National Park,2019-05-27,51.7,0.038,6.8,3,
Redwood National Park,2019-05-28,53.5,0.009,9,5,
Redwood National Park,2019-05-29,53.7,0,8.3,9,
Redwood National Park,2019-05-30,52.9,0.009,7.1,7,
Redwood National Park,2019-05-31,52.8,0,6.7,10,
Redwood National Park,2019-06-01,53.4,0,5.9,10,
Redwood National Park,2019-06-02,52.4,0,6.1,8,
Redwood National Park,2019-06-03,53.3,0,8.4,10,
Redwood National Park,2019-06-04,52.9,0,7.4,10,
Redwood National Park,2019-06-05,53.7,0,9.5,10,
Redwood National Park,2019-06-06,55.4,0,9.4,8,
Redwood National Park,2019-06-07,53.9,0,9.9,10,
Redwood National Park,2019-06-08,53.7,0,9.7,10,
Redwood National Park,2019-06-09,55.9,0,9.1,10,
Redwood National Park,2019-06-10,60.3,0,9.2,10,
Redwood National Park,2019-06-11,70,0,9.7,10,
Redwood National Park,2019-06-12,64.4,0,9.8,10,
Redwood National Park,2019-06-13,55.7,0,4,10,
Redwood National Park,2019-06-14,54.5,0,7.5,10,
Redwood National Park,2019-06-15,53.7,0,8.3,10,
Redwood National Park,2019-06-16,53,0,6.6,10,
Redwood National Park,2019-06-17,55.7,0,8.1,10,
Redwood National Park,2019-06-18,55.1,0,7.7,10,
Redwood National Park,2019-06-19,54.8,0,8.2,10,
Redwood National Park,2019-06-20,55.2,0,9.5,10,
Redwood National Park,2019-06-21,55,0,9.6,10,
Redwood National Park,2019-06-22,53.5,0,8.1,10,
Redwood National Park,2019-06-23,53.5,0,8.6,10,
Redwood National Park,2019-06-24,52.3,0,9.7,9,
Redwood National Park,2019-06-25,52.7,0,8.2,10,
Redwood National Park,2019-06-26,55.4,0,9.7,9,
Redwood National Park,2019-06-27,55,0,7.5,10,
Redwood National Park,2019-06-28,52.2,0,5.2,10,
Redwood National Park,2019-06-29,55.5,0,7.8,10,
Redwood National Park,2019-06-30,55.8,0,9.5,9,
Redwood National Park,2019-07-01,58.6,0,9.7,9,
Redwood National Park,2019-07-02,59,0,9.6,10,
Redwood National Park,2019-07-03,58,0,9.8,10,
Redwood National Park,2019-07-04,58.1,0,9.3,10,
Redwood National Park,2019-07-05,59,0,9.6,7,
Redwood National Park,2019-07-06,59.5,0,9.9,9,
Redwood National Park,2019-07-07,59,0,9.6,10,
Redwood National Park,2019-07-08,58.8,0.001,7.9,6,
Redwood National Park,2019-07-09,60.1,0.004,9.8,5,
Redwood National Park,2019-07-10,64.3,0.017,9,10,
Redwood National Park,2019-07-11,60.5,0,7.2,9,
Redwood National Park,2019-07-12,60.9,0,8.8,9,
Redwood National Park,2019-07-13,60.3,0,9.7,10,
Redwood National Park,2019-07-14,60,0,9.5,9,
Redwood National Park,2019-07-15,61,0,6.9,9,
Redwood National Park,2019-07-16,62,0,6.7,4,
Redwood National Park,2019-07-17,62.5,0,9.5,9,
Redwood National Park,2019-07-18,60.9,0,7.8,9,
Redwood National Park,2019-07-19,57.1,0,8,10,
Redwood National Park,2019-07-20,56.3,0,8.5,10,
Redwood National Park,2019-07-21,57.8,0,9.2,9,
Redwood National Park,2019-07-22,58,0,7.4,10,
Redwood National Park,2019-07-23,58.5,0,9,10,
Redwood National Park,2019-07-24,57.4,0,7.6,9,
Redwood National Park,2019-07-25,58.4,0,8.3,10,
Redwood National Park,2019-07-26,58.7,0,7.4,9,
Redwood National Park,2019-07-27,60.7,0,8.4,9,
Redwood National Park,2019-07-28,57.7,0,8.9,9,
Redwood National Park,2019-07-29,58.2,0,7.5,9,
Redwood National Park,2019-07-30,58.5,0,9.1,9,
Redwood National Park,2019-07-31,59.6,0.002,9.9,9,
Redwood National Park,2019-08-01,60.5,0,9.4,9,
Redwood National Park,2019-08-02,61.1,0,7.2,9,
Redwood National Park,2019-08-03,61.5,0,6.8,9,
Redwood National Park,2019-08-04,61,0,8.3,7,
Redwood National Park,2019-08-05,61.1,0,8.4,6,
Redwood National Park,2019-08-06,60.8,0,8,3,
Redwood National Park,2019-08-07,60.6,0,8.7,4,
Redwood National Park,2019-08-08,62.7,0,9.8,8,
Redwood National Park,2019-08-09,61,0,9.9,10,
Redwood National Park,2019-08-10,61.7,0.41,9.2,5,
Redwood National Park,2019-08-11,60.4,0,9.8,9,
Redwood National Park,2019-08-12,61.5,0,9.8,9,
Redwood National Park,2019-08-13,61.7,0,9.5,9,
Redwood National Park,2019-08-14,62.3,0,9.7,9,
Redwood National Park,2019-08-15,61,0,7.8,9,
Redwood National Park,2019-08-16,59.1,0,8.7,9,
Redwood National Park,2019-08-17,57.4,0,8.9,9,
Redwood National Park,2019-08-18,57.2,0,8.3,9,
Redwood National Park,2019-08-19,56.4,0,8.9,9,
Redwood National Park,2019-08-20,59.1,0,8.1,8,
Redwood National Park,2019-08-21,63.1,0.032,8.5,7,
Redwood National Park,2019-08-22,59.4,0,5.1,9,
Redwood National Park,2019-08-23,57.3,0,7.8,9,
Redwood National Park,2019-08-24,58.3,0,8.6,9,
Redwood National Park,2019-08-25,57.7,0,6.5,9,
Redwood National Park,2019-08-26,60.9,0,8.6,9,
Redwood National Park,2019-08-27,60,0,7.5,9,
Redwood National Park,2019-08-28,61.5,0.002,6.2,7,
Redwood National Park,2019-08-29,65.1,0,8.9,5,
Redwood National Park,2019-08-30,62,0,9.8,9,
Redwood National Park,2019-08-31,62.1,0,9.8,9,
Redwood National Park,2019-09-01,61.4,0,8.3,9,
Redwood National Park,2019-09-02,60.2,0,6,9,
Redwood National Park,2019-09-03,61.4,0,9,9,
Redwood National Park,2019-09-04,59.9,0,8.8,8,
Redwood National Park,2019-09-05,60.9,0,8.3,8,
Redwood National Park,2019-09-06,60.3,0,5.9,8,
Redwood National Park,2019-09-07,59,0,9.5,3,
Redwood National Park,2019-09-08,62.2,0.008,9,8,
Redwood National Park,2019-09-09,62.5,0.02,9.3,8,
Redwood National Park,2019-09-10,60.6,0.014,8.9,8,
Redwood National Park,2019-09-11,58.4,0,8.8,8,
Redwood National Park,2019-09-12,59.8,0,9.2,8,
Redwood National Park,2019-09-13,60.1,0,9.7,8,
Redwood National Park,2019-09-14,61,0,8.2,7,
Redwood National Park,2019-09-15,59.5,0.621,7.7,5,
Redwood National Park,2019-09-16,59.7,0.089,9.6,6,
Redwood National Park,2019-09-17,60.3,1.015,8,4,
Redwood National Park,2019-09-18,60.3,0.655,8.7,5,
Redwood National Park,2019-09-19,59.3,0.054,8.6,8,
Redwood National Park,2019-09-20,59.6,0,9.7,8,
Redwood National Park,2019-09-21,58.3,0,9,8,
Redwood National Park,2019-09-22,60.4,0.074,7.4,3,
Redwood National Park,2019-09-23,59,0,8.8,8,
Redwood National Park,2019-09-24,60.9,0,9,7,
Redwood National Park,2019-09-25,63.9,0,6.8,8,
Redwood National Park,2019-09-26,57.3,0,5.8,7,
Redwood National Park,2019-09-27,55.6,0,6.3,5,
Redwood National Park,2019-09-28,51.6,0.002,9.8,6,
Redwood National Park,2019-09-29,49.5,0.344,9,2,
Redwood National Park,2019-09-30,49.7,0.017,9.4,5,
Redwood National Park,2019-10-01,47.4,0,9.7,7,
Redwood National Park,2019-10-02,49.8,0.004,9.8,6,
Redwood National Park,2019-10-03,51.9,0,9.9,7,
Redwood National Park,2019-10-04,52.7,0.035,9.5,7,
Redwood National Park,2019-10-05,52.8,0,9.6,7,
Redwood National Park,2019-10-06,54.1,0,9.5,7,
Redwood National Park,2019-10-07,52.3,0,9.5,7,
Redwood National Park,2019-10-08,53.7,0,9.1,7,
Redwood National Park,2019-10-09,51.2,0,9.9,7,
Redwood National Park,2019-10-10,53.2,0,9.7,7,
Redwood National Park,2019-10-11,49.7,0.005,8.2,7,
Redwood National Park,2019-10-12,46.3,0.022,9.2,6,
Redwood National Park,2019-10-13,47.3,0.031,9.6,7,
Redwood National Park,2019-10-14,49,0,5.2,7,
Redwood National Park,2019-10-15,47.8,0,6,6,
Redwood National Park,2019-10-16,53.1,1.009,7.4,2,
Redwood National Park,2019-10-17,53.9,0.069,6.8,5,
Redwood National Park,2019-10-18,54.9,0.091,7,6,
Redwood National Park,2019-10-19,54.8,0.721,6.9,4,
Redwood National Park,2019-10-20,53.2,0,9.4,3,
Redwood National Park,2019-10-21,51.9,0,8.9,6,
Redwood National Park,2019-10-22,53.6,0,7.1,6,
Redwood National Park,2019-10-23,57.5,0,6,6,
Redwood National Park,2019-10-24,64.4,0,9.6,6,
Redwood National Park,2019-10-25,56.4,0,9.4,6,
Redwood National Park,2019-10-26,54.1,0,8.8,6,
Redwood National Park,2019-10-27,52.7,0,9.9,6,
Redwood National Park,2019-10-28,47.5,0,9.3,6,
Redwood National Park,2019-10-29,45.4,0,9.3,6,
Redwood National Park,2019-10-30,50.4,0,9.7,6,
Redwood National Park,2019-10-31,47.6,0,9.8,6,
Redwood National Park,2019-11-01,45.9,0,9.3,6,
Redwood National Park,2019-11-02,49.4,0,9.8,6,
Redwood National Park,2019-11-03,48.1,0,9,6,
Redwood National Park,2019-11-04,48.7,0,8.2,6,
Redwood National Park,2019-11-05,46.4,0,2.1,6,
Redwood National Park,2019-11-06,47.1,0,0.7,5,
Redwood National Park,2019-11-07,46.9,0,2,5,
Redwood National Park,2019-11-08,49.8,0,4.9,4,
Redwood National Park,2019-11-09,50.1,0,8.8,6,
Redwood National Park,2019-11-10,49.4,0,6.6,5,
Redwood National Park,2019-11-11,49.1,0,4.9,5,
Redwood National Park,2019-11-12,48.9,0,1.2,5,
Redwood National Park,2019-11-13,47,0,3.1,5,
Redwood National Park,2019-11-14,52.5,0,8.4,4,
Redwood National Park,2019-11-15,56.1,0.059,6,5,
Redwood National Park,2019-11-16,50.9,0,2.2,5,
Redwood National Park,2019-11-17,48.3,0,3.4,5,
Redwood National Park,2019-11-18,51.3,0.175,3.1,5,
Redwood National Park,2019-11-19,53.2,0.065,7.1,1,
Redwood National Park,2019-11-20,49.4,0.006,9.6,5,
Redwood National Park,2019-11-21,48.4,0,9.8,5,
Redwood National Park,2019-11-22,46,0,9.1,5,
Redwood National Park,2019-11-23,46.5,0,6.6,5,
Redwood National Park,2019-11-24,46.5,0.002,4.3,4,
Redwood National Park,2019-11-25,46.9,0.006,9.1,4,
Redwood National Park,2019-11-26,42.6,0.847,7.4,1,
Redwood National Park,2019-11-27,41,0.631,8.1,1,
Redwood National Park,2019-11-28,38,0.014,8.9,5,
Redwood National Park,2019-11-29,38.8,0,9.6,5,
Redwood National Park,2019-11-30,45.5,0.072,9.6,2,
Redwood National Park,2019-12-01,55.6,0.196,9.7,3,
Redwood National Park,2019-12-02,56.6,0.002,9.7,4,
Redwood National Park,2019-12-03,52.9,0.072,9.4,4,
Redwood National Park,2019-12-04,49.3,0,6.7,2,
Redwood National Park,2019-12-05,54.2,0,7.9,4,
Redwood National Park,2019-12-06,56.6,0.441,9.2,2,
Redwood National Park,2019-12-07,55.3,1.078,7.6,1,
Redwood National Park,2019-12-08,51,0.137,6.5,2,
Redwood National Park,2019-12-09,47.9,0,8.8,4,
Redwood National Park,2019-12-10,49,0.15,9.4,1,
Redwood National Park,2019-12-11,54.4,0.439,8.9,1,
Redwood National Park,2019-12-12,55.7,0.051,5,1,
Redwood National Park,2019-12-13,52.8,1.377,5,0,
Redwood National Park,2019-12-14,45.3,0.596,7.5,2,
Redwood National Park,2019-12-15,45.8,0.189,7.9,3,
Redwood National Park,2019-12-16,44.4,0,9.6,4,
Redwood National Park,2019-12-17,48.3,0,9.9,3,
Redwood National Park,2019-12-18,52.5,0.028,9.3,3,
Redwood National Park,2019-12-19,54.3,0.43,7.9,1,
Redwood National Park,2019-12-20,58.3,0.017,9.6,3,
Redwood National Park,2019-12-21,56.5,1.086,6.9,1,
Redwood National Park,2019-12-22,47.4,1.075,6.6,2,
Redwood National Park,2019-12-23,43.1,0,9.3,4,
Redwood National Park,2019-12-24,43.3,0.074,9.7,2,
Redwood National Park,2019-12-25,44.4,0.007,9.3,4,
Redwood National Park,2019-12-26,41.7,0,8.8,4,
Redwood National Park,2019-12-27,40.4,0,8.8,4,
Redwood National Park,2019-12-28,43.4,0,8.1,3,
Redwood National Park,2019-12-29,47.2,0.685,8.6,2,
Redwood National Park,2019-12-30,45.3,0,7,4,
Redwood National Park,2019-12-31,46,0.013,7.6,4,
Redwood National Park,2020-01-01,51.5,0.602,3,1,
Redwood National Park,2020-01-02,46.9,0,5.2,5,
Redwood National Park,2020-01-03,50.5,0.008,9.4,5,
Redwood National Park,2020-01-04,48.3,0.599,8.5,4,
Redwood National Park,2020-01-05,47.7,0.124,8.8,3,
Redwood National Park,2020-01-06,44.2,0,8.8,4,
Redwood National Park,2020-01-07,45.5,0.31,9.2,2,
Redwood National Park,2020-01-08,48.6,0.319,7.9,2,
Redwood National Park,2020-01-09,47,0.354,8.7,5,
Redwood National Park,2020-01-10,44.9,0.368,8.1,3,
Redwood National Park,2020-01-11,47.7,0.314,7.5,3,
Redwood National Park,2020-01-12,47.2,0.359,7.6,1,
Redwood National Park,2020-01-13,46,0.653,6.4,2,
Redwood National Park,2020-01-14,46.6,0.148,9.6,2,
Redwood National Park,2020-01-15,46.3,0.764,9.2,2,
Redwood National Park,2020-01-16,41.6,1.197,8.5,1,
Redwood National Park,2020-01-17,46.4,0.008,9.9,2,
Redwood National Park,2020-01-18,52.6,0.006,9.8,3,
Redwood National Park,2020-01-19,47.2,0,6.8,4,
Redwood National Park,2020-01-20,50.2,0,9.5,5,
Redwood National Park,2020-01-21,50.9,0.702,8.7,2,
Redwood National Park,2020-01-22,52.6,0.009,9,2,
Redwood National Park,2020-01-23,54.4,0.317,7.8,1,
Redwood National Park,2020-01-24,54.3,0.091,8,3,
Redwood National Park,2020-01-25,56.7,1.219,6.8,1,
Redwood National Park,2020-01-26,52.9,0.258,6.6,3,
Redwood National Park,2020-01-27,53.2,0.158,8.6,2,
Redwood National Park,2020-01-28,52.2,0.511,6.6,1,
Redwood National Park,2020-01-29,50.2,0.273,7.9,3,
Redwood National Park,2020-01-30,52.7,0.06,3.3,5,
Redwood National Park,2020-01-31,52.7,0,7,5,
Redwood National Park,2020-02-01,50.9,0.164,5.9,2,
Redwood National Park,2020-02-02,43.6,0.277,9.5,5,
Redwood National Park,2020-02-03,41,0.01,9.7,6,
Redwood National Park,2020-02-04,40.5,0,9.7,5,
Redwood National Park,2020-02-05,45.2,0,8.6,4,
Redwood National Park,2020-02-06,47.7,0,8.8,6,
Redwood National Park,2020-02-07,49.8,0.002,9.6,5,
Redwood National Park,2020-02-08,47.9,0.039,9.2,6,
Redwood National Park,2020-02-09,46.3,0,9.3,6,
Redwood National Park,2020-02-10,45,0,8,6,
Redwood National Park,2020-02-11,49,0,7.7,6,
Redwood National Park,2020-02-12,45.6,0,8.7,6,
Redwood National Park,2020-02-13,46.8,0,9.4,6,
Redwood National Park,2020-02-14,46.5,0,9.5,6,
Redwood National Park,2020-02-15,45.6,0.016,8.4,4,
Redwood National Park,2020-02-16,49.6,0.512,4,3,
Redwood National Park,2020-02-17,45.9,0,6.3,6,
Redwood National Park,2020-02-18,43.1,0,8.5,6,
Redwood National Park,2020-02-19,44,0,9.2,6,
Redwood National Park,2020-02-20,45.3,0,9,5,
Redwood National Park,2020-02-21,45.1,0,8.5,6,
Redwood National Park,2020-02-22,47.8,0,9.6,6,
Redwood National Park,2020-02-23,49,0.015,9,3,
Redwood National Park,2020-02-24,43,0,7.8,6,
Redwood National Park,2020-02-25,45.1,0,8.1,6,
Redwood National Park,2020-02-26,46.3,0,8.9,7,
Redwood National Park,2020-02-27,46.1,0,3.8,7,
Redwood National Park,2020-02-28,44.6,0,5.8,3,
Redwood National Park,2020-02-29,45.9,0.005,8.8,6,
Redwood National Park,2020-03-01,46.3,0,9.8,7,
Redwood National Park,2020-03-02,46.1,0,9.7,7,
Redwood National Park,2020-03-03,46.2,0,8.5,7,
Redwood National Park,2020-03-04,47.1,0,6.4,7,
Redwood National Park,2020-03-05,46.7,0,3.9,5,
Redwood National Park,2020-03-06,49.2,0.066,7.3,4,
Redwood National Park,2020-03-07,46.1,0.101,9.3,6,
Redwood National Park,2020-03-08,45.7,0,9.9,5,
Redwood National Park,2020-03-09,48.4,0,9.9,7,
Redwood National Park,2020-03-10,47.1,0,9.7,8,
Redwood National Park,2020-03-11,46.4,0,6.5,7,
Redwood National Park,2020-03-12,50.2,0,6.6,8,
Redwood National Park,2020-03-13,45.4,0.062,7.8,7,
Redwood National Park,2020-03-14,44.4,0.449,8.6,7,
Redwood National Park,2020-03-15,42.9,0.489,9.6,6,
Redwood National Park,2020-03-16,43.5,0.016,9.9,7,
Redwood National Park,2020-03-17,45.7,0.025,9.5,2,
Redwood National Park,2020-03-18,47.1,0.072,9.7,8,
Redwood National Park,2020-03-19,44.3,0,9.4,8,
Redwood National Park,2020-03-20,48,0,9.8,8,
Redwood National Park,2020-03-21,47.4,0,9.3,8,
Redwood National Park,2020-03-22,49.8,0,9.5,8,
Redwood National Park,2020-03-23,49.3,0.053,9.8,6,
Redwood National Park,2020-03-24,46.3,0.529,9.1,4,
Redwood National Park,2020-03-25,44.1,0.039,9.8,5,
Redwood National Park,2020-03-26,43.2,0,9.8,8,
Redwood National Park,2020-03-27,45.9,0.002,9.8,8,
Redwood National Park,2020-03-28,50.9,0.099,9.2,3,
Redwood National Park,2020-03-29,52.3,0.023,9.8,3,
Redwood National Park,2020-03-30,52.4,0.39,7.7,2,
Redwood National Park,2020-03-31,50.8,0.371,6.9,4,
Redwood National Park,2020-04-01,45.5,0.01,9.9,8,
Redwood National Park,2020-04-02,44.5,0,9.9,8,
Redwood National Park,2020-04-03,44.5,0,9.9,8,
Redwood National Park,2020-04-04,48.9,0.582,8.7,6,
Redwood National Park,2020-04-05,49,1.147,7.8,9,
Redwood National Park,2020-04-06,47.9,0,9.8,7,
Redwood National Park,2020-04-07,49.8,0,9.6,9,
Redwood National Park,2020-04-08,53.1,0,8.8,9,
Redwood National Park,2020-04-09,51.1,0,7.4,9,
Redwood National Park,2020-04-10,53,0,8.5,2,
Redwood National Park,2020-04-11,51.9,0,8.8,8,
Redwood National Park,2020-04-12,51,0,8.9,9,
Redwood National Park,2020-04-13,51,0,9.4,9,
Redwood National Park,2020-04-14,51.8,0,9.7,9,
Redwood National Park,2020-04-15,49.9,0,9.3,9,
Redwood National Park,2020-04-16,50.7,0,6.7,9,
Redwood National Park,2020-04-17,50.7,0,6,6,
Redwood National Park,2020-04-18,51.2,0.006,9.2,3,
Redwood National Park,2020-04-19,51.2,0,9.8,9,
Redwood National Park,2020-04-20,50.5,0,9.9,7,
Redwood National Park,2020-04-21,51.7,0,9.7,9,
