,X,Y,fire_id,acres,discovery_date,state,park_name,park_id
4441,-122.0394139,43.07280537,3563475,3126.0,2018-07-15,OR,Crater Lake,CRLA
4442,-122.0128669,43.02721637,3563476,0.1,2018-07-16,OR,Crater Lake,CRLA
4443,-122.2373999,42.92616635,3563477,0.8,2018-07-17,OR,Crater Lake,CRLA
4444,-122.0035039,43.02640037,3563478,2.6,2018-07-15,OR,Crater Lake,CRLA
4445,-122.0623999,43.04320037,3563479,0.8,2018-07-18,OR,Crater Lake,CRLA
4446,-122.2862999,42.89055034,3563480,0.1,2018-07-20,OR,Crater Lake,CRLA
4447,-122.2522999,42.98600035,3563481,0.5,2018-07-21,OR,Crater Lake,CRLA
4448,-122.0583999,43.05424537,3563482,1.0,2018-07-18,OR,Crater Lake,CRLA
4449,-122.0490039,43.01299537,3563483,193.0,2018-07-28,OR,Crater Lake,CRLA
4450,-122.0638839,42.77553535,3563484,0.1,2018-09-16,OR,Crater Lake,CRLA
4451,-122.1011139,43.07144537,3563485,0.1,2019-07-11,OR,Crater Lake,CRLA
4452,-122.1642139,42.85819535,3563486,0.1,2019-07-23,OR,Crater Lake,CRLA
4453,-122.1698169,42.93588335,3563487,0.1,2019-08-29,OR,Crater Lake,CRLA
4454,-122.1649469,42.85896635,3563488,0.1,2019-09-01,OR,Crater Lake,CRLA
4455,-122.0180829,42.86313336,3563489,0.1,2019-09-02,OR,Crater Lake,CRLA
4456,-122.0051669,42.99033337,3563490,0.1,2019-09-05,OR,Crater Lake,CRLA
4457,-122.2594999,42.91291634,3563491,0.1,2019-09-05,OR,Crater Lake,CRLA
4458,-122.2556999,42.91761634,3563492,0.2,2019-09-05,OR,Crater Lake,CRLA
4459,-122.1713499,42.94969135,3563493,0.1,2019-09-06,OR,Crater Lake,CRLA
4460,-122.2491999,42.93520035,3563494,0.3,2019-09-06,OR,Crater Lake,CRLA
4464,-121.4892646,46.76448566,3563805,7.0,2012-09-14,WA,Mount Rainier,MORA
4465,-121.7704146,46.77680563,3563806,0.5,2012-09-23,WA,Mount Rainier,MORA
4466,-121.6658146,46.94482565,3563807,0.1,2013-07-31,WA,Mount Rainier,MORA
4467,-121.5828146,46.74800565,3563808,0.1,2013-08-10,WA,Mount Rainier,MORA
4468,-121.6851046,46.91879565,3563809,0.1,2013-07-31,WA,Mount Rainier,MORA
4469,-121.5342146,46.79300566,3563810,0.1,2013-08-10,WA,Mount Rainier,MORA
4470,-121.6540146,46.90620565,3563811,2.0,2014-08-12,WA,Mount Rainier,MORA
4471,-121.6851146,46.98230565,3563812,0.1,2014-08-12,WA,Mount Rainier,MORA
4472,-121.6088446,46.78303565,3563813,0.1,2014-09-15,WA,Mount Rainier,MORA
4473,-121.6415146,46.90146565,3563814,0.1,2016-06-19,WA,Mount Rainier,MORA
4474,-121.6004046,46.92498566,3563815,0.1,2016-07-22,WA,Mount Rainier,MORA
4475,-121.5261496,46.95732467,3563816,0.1,2017-07-09,WA,Mount Rainier,MORA
4476,-121.6412996,46.90117765,3563817,0.1,2018-07-06,WA,Mount Rainier,MORA
4477,-121.6079996,46.77759965,3563818,0.1,2018-07-29,WA,Mount Rainier,MORA
4478,-121.6633846,46.78644564,3563819,20.0,2018-07-29,WA,Mount Rainier,MORA
4479,-121.5838046,46.80440565,3563820,5.0,2018-08-09,WA,Mount Rainier,MORA
4849,-80.17580267,25.52500462,3565910,0.1,2017-02-01,FL,Biscayne,BISC
4850,-80.17297267,25.51744462,3565911,0.2,2017-03-02,FL,Biscayne,BISC
5076,-86.07830491,37.23330708,3567319,0.1,2010-10-06,KY,Mammoth Cave,MACA
5077,-86.09860491,37.18030707,3567320,0.1,2011-11-13,KY,Mammoth Cave,MACA
5078,-86.09170491,37.16355707,3567321,0.1,2014-07-25,KY,Mammoth Cave,MACA
5079,-86.0864049,37.17170707,3567322,0.3,2014-10-04,KY,Mammoth Cave,MACA
5080,-86.0889049,37.16580707,3567323,0.3,2015-09-26,KY,Mammoth Cave,MACA
5081,-86.10356491,37.18628707,3567324,0.3,2017-07-15,KY,Mammoth Cave,MACA
5204,-80.81833316,33.82611658,3568377,0.1,2016-07-16,SC,Congaree,CONG
5205,-80.78140315,33.81640658,3568379,1.0,2018-03-22,SC,Congaree,CONG
5225,-83.30059798,35.50056585,3568657,0.4,2011-03-19,NC,Great Smoky Mountains,GRSM
5226,-83.87830415,35.46470682,3568658,69.8,2011-04-04,NC,Great Smoky Mountains,GRSM
5227,-83.64940408,35.43640682,3568659,7.7,2011-06-14,NC,Great Smoky Mountains,GRSM
5236,-83.79610413,35.45640682,3568671,2.9,2012-04-28,NC,Great Smoky Mountains,GRSM
5239,-83.40360402,35.59140686,3568675,0.1,2012-07-01,NC,Great Smoky Mountains,GRSM
5242,-83.29360398,35.52220685,3568679,97.0,2012-11-18,NC,Great Smoky Mountains,GRSM
5243,-83.41330402,35.59110686,3568681,0.1,2013-03-19,NC,Great Smoky Mountains,GRSM
5244,-83.54750406,35.52830684,3568682,10.0,2013-03-20,NC,Great Smoky Mountains,GRSM
5245,-83.36750401,35.54330685,3568684,0.1,2013-05-13,NC,Great Smoky Mountains,GRSM
5256,-83.57829606,35.45627583,3568702,240.0,2016-04-19,NC,Great Smoky Mountains,GRSM
5260,-83.40772402,35.59500686,3568707,0.1,2016-08-15,NC,Great Smoky Mountains,GRSM
5262,-83.12250394,35.7022069,3568710,0.1,2016-10-19,NC,Great Smoky Mountains,GRSM
5280,-83.12558394,35.60927688,3568733,0.1,2019-06-22,NC,Great Smoky Mountains,GRSM
5316,-103.524209,29.1376648,3586599,0.1,2023-03-02,TX,Big Bend,BIBE
5332,-93.04550666,34.51933624,3589910,17.32,2023-03-15,AR,Hot Springs,HOSP
5356,-102.9165088,29.20020483,3593407,0.1,2023-04-07,TX,Big Bend,BIBE
5397,-103.4297109,47.62118752,3597057,1.89,2023-04-28,ND,Theodore Roosevelt,THRO
5403,-122.1572139,42.86940535,3598964,1.0,2023-05-02,OR,Crater Lake,CRLA
5411,-112.1208442,36.04237246,3599724,0.1,2023-05-05,AZ,Grand Canyon,GRCA
5416,-112.1555443,36.04627246,3600396,0.1,2023-05-11,AZ,Grand Canyon,GRCA
5417,-102.9321088,29.19605483,3600456,1.0,2023-05-10,TX,Big Bend,BIBE
5426,-113.9843136,48.57020658,3603231,0.25,2023-05-19,MT,Glacier,GLAC
5434,-113.8426136,48.6010166,3604034,0.1,2023-05-24,MT,Glacier,GLAC
5475,-122.2518139,42.85840534,3619653,0.1,2023-06-25,OR,Crater Lake,CRLA
5476,-122.1344139,42.88400535,3620166,0.1,2023-06-28,OR,Crater Lake,CRLA
5478,-118.9701796,36.74000509,3620544,0.1,2023-06-30,CA,Kings Canyon,KICA
5485,-118.6416795,36.70967211,3621060,0.1,2023-07-02,CA,Kings Canyon,KICA
5488,-112.0560752,36.20394848,3621470,0.4,2023-07-03,AZ,Grand Canyon,GRCA
5490,-113.8342306,48.75845661,3621664,0.1,2023-07-04,MT,Glacier,GLAC
5491,-113.8348636,48.75852361,3621673,0.1,2023-07-04,MT,Glacier,GLAC
5499,-114.2453467,48.75487356,3623676,0.1,2023-07-10,MT,Glacier,GLAC
5505,-122.0972139,42.88182536,3625699,0.1,2023-07-17,OR,Crater Lake,CRLA
5507,-112.5260614,36.34463847,3626010,0.1,2023-07-18,AZ,Grand Canyon,GRCA
5521,-112.2333943,36.34908849,3627562,0.1,2023-07-24,AZ,Grand Canyon,GRCA
5522,-113.6227135,48.67667362,3627573,0.1,2023-07-25,MT,Glacier,GLAC
5525,-112.2663443,36.06667245,3627724,0.1,2023-07-25,AZ,Grand Canyon,GRCA
5526,-112.3198443,36.31403848,3627727,113.51,2023-07-24,AZ,Grand Canyon,GRCA
5528,-113.7443965,48.5215396,3627862,1.0,2023-07-25,MT,Glacier,GLAC
5531,-112.0766782,36.03978846,3627886,0.1,2023-07-25,AZ,Grand Canyon,GRCA
5535,-112.2498443,36.08383845,3628255,0.1,2023-07-26,AZ,Grand Canyon,GRCA
5536,-110.6843119,43.68687745,3628306,0.1,2023-07-27,WY,Grand Teton,GRTE
5543,-113.8233466,48.73000661,3628743,0.1,2023-07-11,MT,Glacier,GLAC
5552,-112.5758444,36.44750548,3629044,0.5,2023-07-29,AZ,Grand Canyon,GRCA
5560,-114.3874638,48.98278957,3629386,0.1,2023-07-30,MT,Glacier,GLAC
5561,-113.8218466,48.75107361,3629502,0.1,2023-07-31,MT,Glacier,GLAC
5562,-83.56558806,35.44347682,3629525,0.1,2023-07-29,NC,Great Smoky Mountains,GRSM
5563,-114.1725467,48.87838958,3629530,0.1,2023-07-31,MT,Glacier,GLAC
5564,-110.6393119,43.75264246,3629679,0.1,2023-08-01,WY,Grand Teton,GRTE
5565,-109.769228,38.16280588,3629812,0.1,2023-08-01,UT,Canyonlands,CANY
5567,-103.0307779,29.50953288,3629874,0.25,2023-08-01,TX,Big Bend,BIBE
5577,-111.9735612,35.98003846,3630334,0.1,2023-08-02,AZ,Grand Canyon,GRCA
5581,-104.4163416,32.19341423,3630573,0.1,2023-08-03,NM,Carlsbad Caverns,CAVE
5582,-122.2349139,42.93054535,3630751,0.1,2023-08-04,OR,Crater Lake,CRLA
5583,-122.1593139,42.81116535,3630844,0.5,2023-08-05,OR,Crater Lake,CRLA
5584,-122.1750139,42.94284535,3630889,0.1,2023-08-05,OR,Crater Lake,CRLA
5585,-122.1390139,43.05261536,3630902,0.1,2023-08-05,OR,Crater Lake,CRLA
5589,-122.1089139,43.01028536,3632233,0.1,2023-08-10,OR,Crater Lake,CRLA
5590,-122.1044139,43.00838536,3632259,0.1,2023-08-10,OR,Crater Lake,CRLA
5593,-112.2103443,36.28600548,3633770,0.1,2023-08-12,AZ,Grand Canyon,GRCA
5594,-111.9726782,36.19600549,3633786,0.1,2023-08-12,AZ,Grand Canyon,GRCA
5603,-113.8232966,48.73005661,3634129,0.1,2023-08-02,MT,Glacier,GLAC
5609,-112.1363782,36.02850545,3634494,0.1,2023-08-15,AZ,Grand Canyon,GRCA
5616,-122.1400139,43.02442536,3634819,0.1,2023-08-16,OR,Crater Lake,CRLA
5617,-122.2611139,43.00136535,3634998,0.42,2023-08-17,OR,Crater Lake,CRLA
5618,-122.2616139,42.84338534,3635006,1.0,2023-08-17,OR,Crater Lake,CRLA
5623,-118.5937625,36.69967211,3635046,0.1,2023-08-17,CA,Kings Canyon,KICA
5627,-103.1563249,29.2133496,3635305,0.91,2023-08-18,TX,Big Bend,BIBE
5630,-122.1176139,42.99821536,3635640,0.1,2023-08-19,OR,Crater Lake,CRLA
5636,-122.1609139,43.03201536,3636081,0.25,2023-08-21,OR,Crater Lake,CRLA
5637,-122.2492139,42.83696534,3636082,0.1,2023-08-21,OR,Crater Lake,CRLA
5638,-122.0581139,42.89163536,3636092,0.5,2023-08-21,OR,Crater Lake,CRLA
5639,-122.0782139,43.05674537,3636125,1.0,2023-08-21,OR,Crater Lake,CRLA
5648,-121.9102976,46.78917262,3637085,0.25,2023-08-25,WA,Mount Rainier,MORA
5649,-121.8421346,46.73691562,3637227,0.25,2023-08-26,WA,Mount Rainier,MORA
5650,-122.0304139,42.93667537,3637350,0.1,2023-08-27,OR,Crater Lake,CRLA
5652,-121.9105146,46.79017262,3637614,0.1,2023-08-28,WA,Mount Rainier,MORA
5653,-121.9112636,46.78817662,3637615,0.1,2023-08-28,WA,Mount Rainier,MORA
5670,-118.7380295,36.96767213,3639700,0.1,2023-09-09,CA,Kings Canyon,KICA
5688,-112.2083613,36.25860548,3649003,5.27,2023-09-15,AZ,Grand Canyon,GRCA
5695,-112.1386283,36.05578846,3649664,0.1,2023-09-20,AZ,Grand Canyon,GRCA
5697,-122.1044829,42.81347735,3657527,1.0,2023-09-26,OR,Crater Lake,CRLA
5698,-83.78453212,35.45591782,3657643,6.14,2023-09-26,NC,Great Smoky Mountains,GRSM
5702,-103.1895036,28.98430385,3658276,14.08,2023-09-29,TX,Big Bend,BIBE
5709,-112.0456783,36.27795549,3660079,0.2,2023-10-17,AZ,Grand Canyon,GRCA
5713,-103.3330839,29.02825678,3660669,2.99,2023-10-19,TX,Big Bend,BIBE
5714,-118.9468876,36.7539731,3661085,0.1,2023-10-22,CA,Kings Canyon,KICA
5724,-103.1660369,29.23012183,3663094,0.1,2023-11-06,TX,Big Bend,BIBE
5733,-83.49617204,35.45949283,3665523,0.1,2023-11-20,NC,Great Smoky Mountains,GRSM
5734,-83.49336104,35.45596583,3665526,0.1,2023-11-20,NC,Great Smoky Mountains,GRSM
5735,-103.2813109,47.60315753,3665615,0.1,2023-11-24,ND,Theodore Roosevelt,THRO
5736,-103.2822109,47.60371753,3665730,0.1,2023-10-24,ND,Theodore Roosevelt,THRO
5746,-103.2378419,28.98450478,3668033,4.98,2023-12-15,TX,Big Bend,BIBE
5757,-103.3351759,29.01817178,3867047,6.0,2024-02-02,TX,Big Bend,BIBE
5761,-103.2995089,29.22566482,3874117,1341.45,2021-04-08,TX,Big Bend,BIBE
5774,-118.7357795,36.95690513,3970521,0.1,2023-08-14,CA,Kings Canyon,KICA
5777,-93.08173667,34.51025623,3995960,1.0,2024-02-15,AR,Hot Springs,HOSP
