,X,Y,fire_id,acres,discovery_date,state,park_name,park_id
2969,-102.42191,43.91580717,3555655,0.3,2012-08-24,SD,Badlands,BADL
2970,-102.19531,43.84580717,3555656,0.1,2012-09-24,SD,Badlands,BADL
2971,-102.355807,43.92180717,3555657,0.2,2013-05-08,SD,Badlands,BADL
2972,-102.30651,43.90497717,3555658,0.1,2017-07-25,SD,Badlands,BADL
2973,-102.278713,43.87841817,3555659,1.5,2017-12-10,SD,Badlands,BADL
2974,-102.186827,43.80664017,3555660,1.0,2018-08-19,SD,Badlands,BADL
2975,-102.418613,43.88168216,3555661,2.2,2018-08-19,SD,Badlands,BADL
3048,-68.20669975,44.31220912,3556277,0.1,2010-09-01,ME,Acadia,ACAD
3049,-68.24109977,44.36440913,3556279,0.1,2011-10-11,ME,Acadia,ACAD
3050,-68.3431748,44.29955912,3556281,0.1,2013-07-21,ME,Acadia,ACAD
3051,-68.3368998,44.31550912,3556282,0.1,2014-02-22,ME,Acadia,ACAD
3052,-68.25919977,44.37720913,3556283,0.1,2014-07-15,ME,Acadia,ACAD
3053,-68.20329975,44.24140911,3556284,0.1,2014-08-13,ME,Acadia,ACAD
3054,-68.33169979,44.30860912,3556294,0.1,2016-07-08,ME,Acadia,ACAD
3055,-68.29169978,44.37580913,3556295,0.1,2016-07-09,ME,Acadia,ACAD
3056,-68.31579979,44.29940912,3556296,0.1,2016-07-21,ME,Acadia,ACAD
3057,-68.28999978,44.30110912,3556297,0.1,2016-07-25,ME,Acadia,ACAD
3058,-68.28939978,44.30060912,3556298,0.1,2016-08-03,ME,Acadia,ACAD
3059,-68.28779978,44.30310912,3556301,0.1,2016-08-11,ME,Acadia,ACAD
3060,-68.22169976,44.31060912,3556302,0.1,2016-08-31,ME,Acadia,ACAD
3061,-68.23139976,44.35890913,3556304,0.1,2016-08-16,ME,Acadia,ACAD
3062,-68.21249975,44.31170912,3556305,0.1,2016-09-07,ME,Acadia,ACAD
3063,-68.23252976,44.35992913,3556307,0.1,2016-09-27,ME,Acadia,ACAD
3064,-68.37419981,44.34140912,3556309,0.1,2017-05-28,ME,Acadia,ACAD
3065,-68.23124976,44.32395912,3556312,0.1,2017-11-14,ME,Acadia,ACAD
3066,-68.28639978,44.30500912,3556313,0.1,2018-06-02,ME,Acadia,ACAD
3067,-68.24059977,44.40750914,3556315,0.1,2018-07-20,ME,Acadia,ACAD
3068,-68.23059976,44.37030913,3556316,0.2,2019-06-07,ME,Acadia,ACAD
3069,-68.18499975,44.32780913,3556318,0.1,2019-09-22,ME,Acadia,ACAD
3100,-78.3961027,38.61250768,3557604,0.5,2010-04-19,VA,Shenandoah,SHEN
3101,-78.44250271,38.51500766,3557605,0.1,2010-05-02,VA,Shenandoah,SHEN
3102,-78.26220266,38.72720771,3557606,0.1,2010-05-31,VA,Shenandoah,SHEN
3103,-78.76940279,38.17640757,3557607,0.1,2010-07-04,VA,Shenandoah,SHEN
3104,-78.66560276,38.3000076,3557608,0.1,2010-10-10,VA,Shenandoah,SHEN
3105,-78.55250273,38.36110762,3557611,0.1,2011-04-15,VA,Shenandoah,SHEN
3106,-78.47810271,38.43500764,3557612,0.1,2011-06-03,VA,Shenandoah,SHEN
3107,-78.46420271,38.44670764,3557613,4.0,2012-04-07,VA,Shenandoah,SHEN
3108,-78.36530269,38.7006077,3557614,2138.0,2012-06-26,VA,Shenandoah,SHEN
3109,-78.29280267,38.65810769,3557615,0.3,2012-06-28,VA,Shenandoah,SHEN
3110,-78.73030278,38.2958076,3557617,0.1,2012-07-04,VA,Shenandoah,SHEN
3111,-78.35220268,38.55560767,3557619,0.3,2013-04-26,VA,Shenandoah,SHEN
3112,-78.27360266,38.63690769,3557620,0.1,2013-05-25,VA,Shenandoah,SHEN
3113,-78.76214278,38.18205758,3557621,0.1,2013-06-05,VA,Shenandoah,SHEN
3114,-78.79360279,38.16780757,3557622,468.0,2014-02-28,VA,Shenandoah,SHEN
3115,-78.66128876,38.2594686,3557623,0.1,2014-04-08,VA,Shenandoah,SHEN
3116,-78.43606271,38.53114766,3557625,0.1,2014-11-04,VA,Shenandoah,SHEN
3117,-78.33690268,38.65690769,3557626,0.1,2015-01-20,VA,Shenandoah,SHEN
3118,-78.35585269,38.65576569,3557630,0.1,2015-11-14,VA,Shenandoah,SHEN
3119,-78.29018067,38.66229969,3557631,1.5,2015-12-12,VA,Shenandoah,SHEN
3120,-78.64610276,38.31440761,3557632,10326.0,2016-04-16,VA,Shenandoah,SHEN
3121,-78.16140264,38.84030773,3557633,0.1,2016-05-03,VA,Shenandoah,SHEN
3122,-78.30390267,38.55360767,3557634,0.1,2016-11-20,VA,Shenandoah,SHEN
3123,-78.32153568,38.65987669,3557635,0.1,2016-12-28,VA,Shenandoah,SHEN
3124,-78.77060279,38.25720759,3557636,0.2,2017-02-27,VA,Shenandoah,SHEN
3125,-78.79060279,38.20000758,3557637,0.1,2017-08-28,VA,Shenandoah,SHEN
3126,-78.32640268,38.66140769,3557638,0.1,2017-10-06,VA,Shenandoah,SHEN
3127,-78.37322269,38.59814767,3557639,0.1,2017-10-22,VA,Shenandoah,SHEN
3128,-78.31720268,38.66140769,3557640,0.1,2017-11-02,VA,Shenandoah,SHEN
3129,-78.37890269,38.59170767,3557641,25.0,2017-11-18,VA,Shenandoah,SHEN
3130,-78.52110272,38.41890763,3557643,0.3,2018-03-02,VA,Shenandoah,SHEN
3131,-78.29500268,38.76560771,3557645,0.1,2018-08-19,VA,Shenandoah,SHEN
3132,-78.43640271,38.53000766,3557646,0.1,2018-08-26,VA,Shenandoah,SHEN
3133,-78.37920269,38.59390767,3557647,0.1,2018-11-16,VA,Shenandoah,SHEN
3134,-78.68970276,38.23280759,3557648,3.7,2019-02-05,VA,Shenandoah,SHEN
3135,-78.4086027,38.53110766,3557650,0.1,2019-07-01,VA,Shenandoah,SHEN
3136,-78.28280267,38.65220769,3557651,0.1,2019-07-02,VA,Shenandoah,SHEN
3137,-78.28280267,38.65420769,3557652,0.1,2019-07-02,VA,Shenandoah,SHEN
3321,-118.6914125,36.76670511,3559165,9020.0,2010-07-16,CA,Kings Canyon,KICA
3322,-118.6794025,36.73150511,3559166,1.0,2010-07-18,CA,Kings Canyon,KICA
3324,-118.5283095,36.81330513,3559168,0.3,2010-07-26,CA,Kings Canyon,KICA
3325,-118.9731126,36.73960509,3559169,0.2,2010-09-05,CA,Kings Canyon,KICA
3327,-118.9171725,36.65516509,3559171,6.0,2010-09-30,CA,Kings Canyon,KICA
3335,-118.7071125,36.75690511,3559179,0.3,2011-08-03,CA,Kings Canyon,KICA
3336,-118.5476125,36.89045514,3559180,0.1,2011-08-04,CA,Kings Canyon,KICA
3341,-118.9249095,36.70730209,3559185,0.1,2011-09-14,CA,Kings Canyon,KICA
3343,-118.6164025,36.68833511,3559187,0.1,2011-09-22,CA,Kings Canyon,KICA
3345,-118.9724126,36.74730509,3559190,0.1,2012-03-07,CA,Kings Canyon,KICA
3346,-118.9695096,36.73940509,3559191,0.1,2012-05-27,CA,Kings Canyon,KICA
3347,-118.9470096,36.7556051,3559192,0.1,2012-06-07,CA,Kings Canyon,KICA
3350,-118.4733125,36.87530514,3559195,325.0,2012-07-15,CA,Kings Canyon,KICA
3353,-118.7107125,36.92747513,3559199,0.1,2012-08-15,CA,Kings Canyon,KICA
3354,-118.6981325,36.91700513,3559200,0.1,2012-08-16,CA,Kings Canyon,KICA
3361,-118.6354125,36.93780514,3559207,0.1,2012-08-24,CA,Kings Canyon,KICA
3364,-118.7800726,37.19519515,3559210,0.1,2012-09-13,CA,Kings Canyon,KICA
3365,-118.3880125,36.76600514,3559211,0.1,2012-10-06,CA,Kings Canyon,KICA
3366,-118.8840125,36.66200509,3559212,0.1,2012-10-06,CA,Kings Canyon,KICA
3367,-118.9706326,36.72155509,3559213,0.1,2013-05-24,CA,Kings Canyon,KICA
3368,-118.9703526,36.74808509,3559214,0.1,2013-06-15,CA,Kings Canyon,KICA
3370,-118.6063425,36.67733511,3559216,0.1,2013-07-04,CA,Kings Canyon,KICA
3372,-118.5560125,36.82600513,3559218,0.3,2013-07-22,CA,Kings Canyon,KICA
3378,-118.9712126,36.74400509,3559224,0.1,2013-07-28,CA,Kings Canyon,KICA
3379,-118.6650225,36.78800512,3559225,0.1,2013-08-03,CA,Kings Canyon,KICA
3380,-118.6560025,36.79000512,3559226,0.1,2013-08-18,CA,Kings Canyon,KICA
3382,-118.6710125,36.80400512,3559228,29.0,2013-08-19,CA,Kings Canyon,KICA
3383,-118.7547225,36.96283513,3559229,0.3,2013-08-20,CA,Kings Canyon,KICA
3385,-118.6100125,36.99200514,3559231,681.0,2013-08-23,CA,Kings Canyon,KICA
3387,-118.4800125,36.78300513,3559233,0.1,2013-09-11,CA,Kings Canyon,KICA
3392,-118.9050125,36.68780509,3559238,0.3,2014-04-23,CA,Kings Canyon,KICA
3394,-118.6860425,36.79555512,3559240,1.0,2014-06-10,CA,Kings Canyon,KICA
3395,-118.3699625,36.71858513,3559241,0.1,2014-07-24,CA,Kings Canyon,KICA
3396,-118.5664125,36.98470515,3559242,3.0,2014-07-25,CA,Kings Canyon,KICA
3400,-118.5792225,36.82420513,3559246,8.0,2014-08-02,CA,Kings Canyon,KICA
3403,-118.5547125,36.78890513,3559249,0.1,2014-09-15,CA,Kings Canyon,KICA
3404,-118.9014125,36.66580509,3559250,5.0,2014-09-21,CA,Kings Canyon,KICA
3405,-118.4792125,36.77640513,3559251,0.1,2014-10-01,CA,Kings Canyon,KICA
3406,-118.5664125,36.78830513,3559252,0.1,2014-10-19,CA,Kings Canyon,KICA
3407,-118.4192325,36.75840513,3559253,0.3,2014-10-22,CA,Kings Canyon,KICA
3410,-118.9678126,36.74000509,3559256,0.1,2015-05-06,CA,Kings Canyon,KICA
3415,-118.9654826,36.73821509,3559261,0.1,2015-06-11,CA,Kings Canyon,KICA
3417,-118.6588095,36.96600514,3559263,0.1,2015-06-14,CA,Kings Canyon,KICA
3420,-118.8863125,36.68690509,3559266,0.1,2015-07-02,CA,Kings Canyon,KICA
3421,-118.6618095,36.68600511,3559267,0.3,2015-07-02,CA,Kings Canyon,KICA
3423,-118.7097155,36.72220211,3559269,0.1,2015-07-04,CA,Kings Canyon,KICA
3424,-118.7015125,36.75670211,3559270,0.2,2015-07-04,CA,Kings Canyon,KICA
3432,-118.7088125,36.73430511,3559278,0.1,2015-08-01,CA,Kings Canyon,KICA
3433,-118.7074095,36.73270511,3559279,0.1,2015-08-02,CA,Kings Canyon,KICA
3434,-118.7173125,36.72170511,3559280,0.1,2015-08-04,CA,Kings Canyon,KICA
3440,-118.7333125,36.93350213,3559286,161.0,2015-10-20,CA,Kings Canyon,KICA
3450,-118.6157955,36.94533614,3559296,2.3,2016-07-29,CA,Kings Canyon,KICA
3452,-118.7237155,36.88932412,3559298,0.8,2016-08-11,CA,Kings Canyon,KICA
3453,-118.9582096,36.73869409,3559299,0.1,2016-08-12,CA,Kings Canyon,KICA
3454,-118.9560126,36.73984709,3559300,0.1,2016-08-12,CA,Kings Canyon,KICA
3455,-118.6989225,36.74507511,3559301,74.0,2016-08-19,CA,Kings Canyon,KICA
3456,-118.9588986,36.73586909,3559302,0.1,2016-08-20,CA,Kings Canyon,KICA
3457,-118.4286095,36.81460814,3559303,0.1,2016-08-28,CA,Kings Canyon,KICA
3458,-118.9605156,36.73063309,3559304,0.1,2016-09-03,CA,Kings Canyon,KICA
3459,-118.4134125,36.70478613,3559305,0.1,2016-09-16,CA,Kings Canyon,KICA
3462,-118.6743125,36.79321312,3559308,0.1,2016-10-01,CA,Kings Canyon,KICA
3465,-118.9717156,36.74611309,3559311,0.1,2017-05-27,CA,Kings Canyon,KICA
3469,-118.4717125,36.75744513,3559317,20.0,2017-07-18,CA,Kings Canyon,KICA
3473,-118.8177155,36.89691612,3559321,0.1,2017-08-04,CA,Kings Canyon,KICA
3476,-118.7311225,36.6850151,3559324,0.1,2017-08-20,CA,Kings Canyon,KICA
3477,-118.7014125,36.70834411,3559325,0.1,2017-08-21,CA,Kings Canyon,KICA
3483,-118.4431125,36.74484413,3559334,6.5,2018-07-07,CA,Kings Canyon,KICA
3489,-118.5349095,36.78651613,3559341,173.0,2018-08-01,CA,Kings Canyon,KICA
3490,-118.5493125,36.75817712,3559342,0.1,2018-08-01,CA,Kings Canyon,KICA
3492,-118.5248155,37.05109415,3559346,0.1,2018-08-03,CA,Kings Canyon,KICA
3494,-118.5389765,36.67599712,3559348,0.2,2018-08-07,CA,Kings Canyon,KICA
3495,-118.6412095,36.65350511,3559349,0.1,2018-08-12,CA,Kings Canyon,KICA
3497,-118.6468095,36.72900511,3559351,8.6,2018-08-22,CA,Kings Canyon,KICA
3499,-118.9466156,36.7538651,3559353,0.1,2018-09-02,CA,Kings Canyon,KICA
3500,-118.6272095,36.77134412,3559354,0.1,2018-09-02,CA,Kings Canyon,KICA
3514,-118.7008095,36.68710511,3559368,0.1,2019-07-26,CA,Kings Canyon,KICA
3517,-118.5311095,36.75530512,3559371,0.1,2019-08-03,CA,Kings Canyon,KICA
3522,-118.6841825,36.6453251,3559376,0.1,2019-09-24,CA,Kings Canyon,KICA
3523,-118.6729095,36.78997412,3559377,0.1,2019-10-04,CA,Kings Canyon,KICA
3524,-118.9690156,36.74201309,3559378,0.3,2019-11-05,CA,Kings Canyon,KICA
3525,-118.5046125,36.77620513,3559379,1.0,2019-11-16,CA,Kings Canyon,KICA
4151,-156.2358145,20.74890343,3562203,0.1,2011-07-05,HI,Haleakala,HALE
4155,-114.254212,38.95920566,3562440,0.1,2010-07-04,NV,Great Basin,GRBA
4156,-114.249712,38.88140565,3562441,5.0,2010-09-12,NV,Great Basin,GRBA
4157,-114.274712,39.02030566,3562442,0.1,2015-07-20,NV,Great Basin,GRBA
4158,-114.306112,39.04777566,3562443,4656.0,2016-08-08,NV,Great Basin,GRBA
4159,-114.244412,38.92080566,3562444,0.1,2019-09-03,NV,Great Basin,GRBA
4191,-113.8258116,36.14420536,3562881,0.1,2011-07-31,AZ,Grand Canyon,GRCA
4290,-122.2097139,42.92000535,3563321,0.1,2010-07-08,OR,Crater Lake,CRLA
4291,-122.2112939,43.03261536,3563322,0.2,2010-07-14,OR,Crater Lake,CRLA
4292,-122.0525139,43.04220537,3563323,0.1,2010-07-26,OR,Crater Lake,CRLA
4293,-122.1848849,42.87884835,3563324,0.1,2010-07-27,OR,Crater Lake,CRLA
4294,-122.0236839,42.96061537,3563325,0.1,2010-07-27,OR,Crater Lake,CRLA
4295,-122.2559139,42.90630534,3563326,0.1,2010-07-28,OR,Crater Lake,CRLA
4296,-122.2536139,42.88608534,3563327,0.1,2010-08-02,OR,Crater Lake,CRLA
4297,-122.1746139,42.86410535,3563328,0.3,2010-08-04,OR,Crater Lake,CRLA
4298,-122.1342139,42.90930535,3563329,0.1,2010-08-14,OR,Crater Lake,CRLA
4299,-122.2661139,42.86920534,3563330,0.5,2010-08-17,OR,Crater Lake,CRLA
4300,-122.2047139,42.95750535,3563332,0.6,2010-08-18,OR,Crater Lake,CRLA
4301,-122.1785439,42.93542535,3563333,0.1,2010-08-23,OR,Crater Lake,CRLA
4302,-122.1734039,42.85657535,3563334,0.1,2011-07-12,OR,Crater Lake,CRLA
4303,-122.2589139,42.92290534,3563335,0.1,2011-08-09,OR,Crater Lake,CRLA
4304,-122.1975139,43.00330535,3563336,322.4,2011-08-21,OR,Crater Lake,CRLA
4305,-122.2043239,43.01597536,3563337,0.2,2011-08-21,OR,Crater Lake,CRLA
4306,-122.2694139,42.97000535,3563338,0.1,2011-08-21,OR,Crater Lake,CRLA
4307,-122.2122139,43.07236536,3563339,0.1,2011-08-21,OR,Crater Lake,CRLA
4308,-122.2373439,42.97190535,3563340,4.2,2011-08-21,OR,Crater Lake,CRLA
4310,-122.2833739,42.98030535,3563342,0.1,2011-08-21,OR,Crater Lake,CRLA
4311,-122.2809839,42.97670535,3563343,0.1,2011-08-21,OR,Crater Lake,CRLA
4312,-122.1522139,43.07170536,3563344,0.1,2011-08-21,OR,Crater Lake,CRLA
4313,-122.1209839,43.06690537,3563345,0.1,2011-08-22,OR,Crater Lake,CRLA
4314,-122.1404339,43.06440536,3563346,0.3,2011-08-22,OR,Crater Lake,CRLA
4315,-122.3006839,42.97656534,3563347,0.1,2011-08-22,OR,Crater Lake,CRLA
4316,-122.0999439,43.06390537,3563348,0.1,2011-08-25,OR,Crater Lake,CRLA
4317,-122.0876539,43.07000537,3563349,0.1,2011-08-25,OR,Crater Lake,CRLA
4318,-122.2165439,42.90514535,3563350,0.1,2011-08-25,OR,Crater Lake,CRLA
4319,-122.2084839,42.95014535,3563351,0.1,2011-08-28,OR,Crater Lake,CRLA
4320,-122.2184839,42.98014535,3563352,645.0,2011-08-29,OR,Crater Lake,CRLA
4321,-122.1712039,43.04850536,3563353,0.3,2011-09-08,OR,Crater Lake,CRLA
4322,-122.2233139,43.06920536,3563354,0.3,2011-09-08,OR,Crater Lake,CRLA
4323,-122.2314139,43.02300535,3563355,254.0,2011-09-08,OR,Crater Lake,CRLA
4324,-122.2248639,43.06810536,3563356,1.6,2011-09-08,OR,Crater Lake,CRLA
4325,-122.0783139,43.03690537,3563357,0.3,2011-09-08,OR,Crater Lake,CRLA
4326,-122.0786139,43.03690537,3563358,0.1,2011-09-08,OR,Crater Lake,CRLA
4327,-122.1617139,43.03580536,3563359,0.1,2011-09-09,OR,Crater Lake,CRLA
4328,-122.2198439,43.06990536,3563360,0.1,2011-09-09,OR,Crater Lake,CRLA
4329,-122.0647439,43.00013537,3563361,0.2,2011-09-14,OR,Crater Lake,CRLA
4330,-122.1639139,42.92149535,3563362,0.1,2012-09-03,OR,Crater Lake,CRLA
4331,-122.1541539,42.91536535,3563363,0.1,2012-09-04,OR,Crater Lake,CRLA
4332,-122.1653539,42.90421535,3563364,0.1,2012-09-13,OR,Crater Lake,CRLA
4333,-122.1769139,42.93810535,3563365,0.1,2013-05-12,OR,Crater Lake,CRLA
4334,-122.0431139,43.03811537,3563366,0.6,2013-08-02,OR,Crater Lake,CRLA
4335,-122.0359839,43.07403537,3563367,0.3,2013-08-02,OR,Crater Lake,CRLA
4336,-122.2361139,42.99931535,3563368,0.1,2013-08-09,OR,Crater Lake,CRLA
4337,-122.1501539,42.93470535,3563369,0.1,2013-08-15,OR,Crater Lake,CRLA
4338,-122.1528139,42.87014535,3563370,0.1,2013-08-15,OR,Crater Lake,CRLA
4339,-122.1683039,42.99110536,3563371,0.1,2013-08-22,OR,Crater Lake,CRLA
4340,-122.1905039,42.96719535,3563372,0.1,2013-08-22,OR,Crater Lake,CRLA
4341,-122.1886139,42.96640535,3563373,0.1,2013-08-22,OR,Crater Lake,CRLA
4342,-122.1900139,42.96640535,3563374,0.1,2013-08-22,OR,Crater Lake,CRLA
4343,-122.1920039,42.95480535,3563375,0.1,2013-08-22,OR,Crater Lake,CRLA
4344,-122.1481939,42.80750535,3563376,0.1,2013-08-23,OR,Crater Lake,CRLA
4345,-122.1026939,42.84288535,3563377,0.1,2013-08-23,OR,Crater Lake,CRLA
4346,-122.1285139,42.89800535,3563378,0.1,2013-08-25,OR,Crater Lake,CRLA
4347,-121.9906139,42.87180537,3563379,0.1,2013-08-26,OR,Crater Lake,CRLA
4348,-122.2528939,42.84549534,3563380,0.1,2013-08-26,OR,Crater Lake,CRLA
4349,-122.0856939,42.82110535,3563381,0.1,2013-08-28,OR,Crater Lake,CRLA
4350,-122.2148639,42.83440534,3563382,0.1,2013-09-05,OR,Crater Lake,CRLA
4351,-122.1316139,42.99119536,3563383,0.1,2013-09-11,OR,Crater Lake,CRLA
4352,-122.0050139,42.95986537,3563384,2.1,2013-09-13,OR,Crater Lake,CRLA
4353,-122.0392139,42.97640537,3563385,0.1,2013-09-13,OR,Crater Lake,CRLA
4354,-122.1438539,42.83918535,3563386,0.1,2014-07-13,OR,Crater Lake,CRLA
4355,-122.1408639,42.90573535,3563387,0.1,2014-07-21,OR,Crater Lake,CRLA
4356,-122.2513539,42.90606534,3563388,0.5,2014-07-22,OR,Crater Lake,CRLA
4357,-122.1500139,42.82440535,3563389,22.0,2014-07-24,OR,Crater Lake,CRLA
4358,-122.0164139,42.83310536,3563390,3.0,2014-07-30,OR,Crater Lake,CRLA
4359,-122.0965639,42.82256535,3563391,0.2,2014-07-30,OR,Crater Lake,CRLA
4360,-122.1000639,42.83530535,3563392,0.1,2014-07-30,OR,Crater Lake,CRLA
4361,-122.1331139,42.81640535,3563393,0.5,2014-07-30,OR,Crater Lake,CRLA
4362,-122.1922139,42.95750535,3563394,0.8,2014-07-31,OR,Crater Lake,CRLA
4363,-122.2580139,42.96700535,3563395,4.0,2014-07-31,OR,Crater Lake,CRLA
4364,-122.2331139,43.03360535,3563396,0.3,2014-07-31,OR,Crater Lake,CRLA
4365,-122.2019139,42.88310535,3563398,2.0,2014-07-31,OR,Crater Lake,CRLA
4366,-122.0997139,42.84830535,3563399,0.1,2014-07-31,OR,Crater Lake,CRLA
4367,-122.0842139,42.87530536,3563400,0.1,2014-07-31,OR,Crater Lake,CRLA
4368,-122.1951639,42.97009535,3563401,0.1,2014-07-31,OR,Crater Lake,CRLA
4369,-122.2083139,42.85270534,3563402,0.3,2014-07-31,OR,Crater Lake,CRLA
4370,-122.1553139,42.80530535,3563403,15.0,2014-08-01,OR,Crater Lake,CRLA
4371,-122.1318139,42.80420535,3563404,0.1,2014-08-02,OR,Crater Lake,CRLA
4372,-122.2373139,42.82970534,3563405,0.1,2014-08-03,OR,Crater Lake,CRLA
4373,-122.2483639,42.90408534,3563406,3.5,2014-08-03,OR,Crater Lake,CRLA
4374,-122.2455139,42.90400534,3563407,0.2,2014-08-04,OR,Crater Lake,CRLA
4375,-122.2878839,42.98178534,3563408,0.1,2014-08-05,OR,Crater Lake,CRLA
4376,-122.0645139,43.06420537,3563409,0.1,2014-08-05,OR,Crater Lake,CRLA
4377,-122.0645839,43.05097537,3563410,0.1,2014-08-08,OR,Crater Lake,CRLA
4378,-122.0597139,43.05569537,3563411,0.1,2014-08-09,OR,Crater Lake,CRLA
4379,-122.0651439,43.06360537,3563412,0.1,2014-08-09,OR,Crater Lake,CRLA
4380,-122.2775139,42.95360534,3563413,0.1,2014-08-11,OR,Crater Lake,CRLA
4381,-122.2493339,42.87443534,3563414,0.6,2014-08-12,OR,Crater Lake,CRLA
4382,-122.2189139,42.84530534,3563415,0.1,2014-08-11,OR,Crater Lake,CRLA
4383,-122.1892139,42.82750534,3563416,0.1,2014-08-12,OR,Crater Lake,CRLA
4384,-122.2489139,42.87580534,3563417,0.6,2014-08-12,OR,Crater Lake,CRLA
4385,-122.2172139,42.86970534,3563418,0.1,2014-08-12,OR,Crater Lake,CRLA
4386,-122.1533139,42.91640535,3563419,0.5,2014-08-13,OR,Crater Lake,CRLA
4387,-122.0497139,42.93720536,3563420,0.1,2014-08-12,OR,Crater Lake,CRLA
4388,-122.1078139,42.84847535,3563421,0.1,2014-08-14,OR,Crater Lake,CRLA
4389,-122.1231139,42.86580535,3563422,0.1,2014-08-14,OR,Crater Lake,CRLA
4390,-122.1048639,42.87263535,3563423,0.1,2014-08-14,OR,Crater Lake,CRLA
4391,-122.0455139,43.07140537,3563424,0.1,2014-08-14,OR,Crater Lake,CRLA
4392,-122.0856939,42.82140535,3563425,0.3,2014-08-15,OR,Crater Lake,CRLA
4393,-122.2347139,42.82330534,3563426,0.1,2014-08-21,OR,Crater Lake,CRLA
4394,-122.0411139,43.05390537,3563427,266.0,2014-08-14,OR,Crater Lake,CRLA
4395,-122.1330139,42.99310536,3563428,0.1,2014-10-09,OR,Crater Lake,CRLA
4396,-122.2473939,42.89219534,3563429,0.1,2015-06-09,OR,Crater Lake,CRLA
4397,-122.2128039,42.94860535,3563430,1.3,2015-06-27,OR,Crater Lake,CRLA
4398,-122.1866139,42.93049535,3563431,1.1,2015-06-27,OR,Crater Lake,CRLA
4399,-122.1811139,42.89990535,3563432,0.1,2015-06-27,OR,Crater Lake,CRLA
4400,-122.1824139,42.93011535,3563433,0.1,2015-06-27,OR,Crater Lake,CRLA
4401,-122.2067339,42.93544535,3563434,0.1,2015-06-27,OR,Crater Lake,CRLA
4402,-122.2106639,42.89293535,3563435,0.3,2015-07-02,OR,Crater Lake,CRLA
4403,-122.0226639,43.05994537,3563436,0.9,2015-07-07,OR,Crater Lake,CRLA
4404,-122.0248139,42.96344537,3563437,0.2,2015-07-07,OR,Crater Lake,CRLA
4405,-122.2058139,43.02550536,3563438,0.3,2015-08-01,OR,Crater Lake,CRLA
4406,-122.2356039,42.98351535,3563439,0.5,2015-08-01,OR,Crater Lake,CRLA
4407,-122.2511939,43.04880535,3563440,20840.0,2015-08-01,OR,Crater Lake,CRLA
4408,-122.2231539,43.04501536,3563441,0.3,2015-08-01,OR,Crater Lake,CRLA
4409,-122.2308139,42.98064535,3563442,0.1,2015-08-02,OR,Crater Lake,CRLA
4410,-122.2479639,43.05135535,3563443,5.0,2015-08-02,OR,Crater Lake,CRLA
4411,-122.2506839,42.98238535,3563444,2.6,2015-08-03,OR,Crater Lake,CRLA
4412,-122.2527139,43.00013535,3563445,0.1,2015-08-05,OR,Crater Lake,CRLA
4413,-122.2542039,42.85236534,3563446,0.3,2015-08-05,OR,Crater Lake,CRLA
4414,-122.2549539,42.84391534,3563447,0.1,2015-08-06,OR,Crater Lake,CRLA
4415,-122.1791139,42.93669535,3563448,0.1,2015-08-07,OR,Crater Lake,CRLA
4416,-122.1691939,42.93680535,3563449,0.1,2015-08-09,OR,Crater Lake,CRLA
4417,-122.1985039,43.04283536,3563451,0.1,2016-06-11,OR,Crater Lake,CRLA
4418,-122.1796499,42.87088335,3563452,0.1,2016-07-13,OR,Crater Lake,CRLA
4419,-122.2121999,42.92380035,3563453,1072.0,2016-07-28,OR,Crater Lake,CRLA
4420,-122.2614999,43.03435035,3563454,0.6,2016-07-29,OR,Crater Lake,CRLA
4421,-122.2006999,42.88817735,3563455,0.3,2016-07-30,OR,Crater Lake,CRLA
4422,-122.1604329,42.85933335,3563456,0.1,2016-08-17,OR,Crater Lake,CRLA
4423,-122.1803499,42.94050035,3563457,0.1,2016-08-28,OR,Crater Lake,CRLA
4424,-122.0543829,42.89696636,3563458,0.1,2016-09-06,OR,Crater Lake,CRLA
4425,-122.1613469,42.99665536,3563459,0.1,2017-07-21,OR,Crater Lake,CRLA
4426,-122.2115829,42.89668335,3563460,0.1,2017-07-25,OR,Crater Lake,CRLA
4427,-122.2376139,42.84358534,3563461,0.1,2017-07-25,OR,Crater Lake,CRLA
4428,-122.2720039,42.97663535,3563462,0.1,2017-07-25,OR,Crater Lake,CRLA
4429,-122.2818039,42.98027535,3563463,15825.0,2017-07-29,OR,Crater Lake,CRLA
4430,-122.2175139,43.04170536,3563464,0.5,2017-08-10,OR,Crater Lake,CRLA
4431,-122.1963039,42.86719535,3563465,0.5,2017-08-10,OR,Crater Lake,CRLA
4432,-122.0045139,42.97446537,3563466,0.2,2017-08-10,OR,Crater Lake,CRLA
4433,-122.1474639,42.88276535,3563467,0.1,2017-08-11,OR,Crater Lake,CRLA
4434,-122.2188829,42.88213334,3563468,0.1,2018-06-07,OR,Crater Lake,CRLA
4435,-122.1672139,42.86250535,3563469,0.1,2018-07-15,OR,Crater Lake,CRLA
4436,-122.0411139,43.01580537,3563470,0.1,2018-07-15,OR,Crater Lake,CRLA
4437,-122.0450139,43.02736537,3563471,0.5,2018-07-15,OR,Crater Lake,CRLA
4438,-122.0501139,43.05291537,3563472,0.1,2018-07-15,OR,Crater Lake,CRLA
4439,-122.0218339,43.04191537,3563473,0.2,2018-07-15,OR,Crater Lake,CRLA
4440,-122.0114139,43.04060537,3563474,0.1,2018-07-15,OR,Crater Lake,CRLA
