X,Y,OBJECTID,ABCDMisc,ADSPermissionState,CalculatedAcres,ContainmentDateTime,ControlDateTime,CreatedBySystem,CreatedOnDateTime,IncidentSize,DiscoveryAcres,DispatchCenterID,EstimatedCostToDate,FinalAcres,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FSJobCode,FSOverrideCode,GACC,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseDateTime,IsFireCauseInvestigated,IsFSAssisted,IsReimbursable,IsTrespass,LocalIncidentIdentifier,ModifiedOnDateTime,PercentContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,UniqueFireIdentifier,FORID,InitialResponseAgencies,FireCauseID,FireCauseGeneralID,FireCauseSpecificID,FireCauseSpecificDetailID,FireCauseAgeCategoryID,FireCauseActivityGroupID,GlobalID,IsCauseProhibited,ModifiedBySystem,RelatedIrwinIDs,Status,AcresBIA,AcresBLM,AcresBOR,AcresDOD,AcresDOE,AcresNPS,AcresUSFS,AcresUSFWS,AcresForeign,AcresTribal,AcresCity,AcresCounty,AcresState,AcresPrivate,AcresANCSA,AcresOtherLocal,AcresOtherFederal
-163.4773557,65.54971902,3545575,,DEFAULT,2.9,,2018/06/14 00:06:00+00,WFMI,1.54219E+12,2.9,,,,2.9,NPS Western Area FMO,,2018/11/08 09:00:00+00,,LVR1,,2018/06/14 00:00:00+00,,2018/06/14 07:59:59+00,,,AICC,Cassiope Cone,,WF,FI,65.54972,-163.47733,2018/06/14 00:00:00+00,,,,,239,2018/11/14 09:00:00+00,,,Northwest Arctic,AKGADC,,NPS,AKBLP,,NPS,Federal,NPS,,US-AK,,,2018-AKBLP-000239,{7ED1DDD0-7265-47D7-95B2-2AB6C5B3E4B9},,1,1,1,,,,{A03E4AA3-56AC-4C5C-A7B1-29042AD98CF2},,,,Incomplete,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0
-164.3205819,65.94497084,3545576,,DEFAULT,0.1,,2019/06/20 23:00:00+00,WFMI,1.57804E+12,0.1,,,,0.1,Fire Management Officer,,2019/12/03 09:00:00+00,,MBH5,,2019/06/20 20:42:00+00,,2019/06/21 07:59:59+00,,,AICC,Pish Creek 2,,WF,FI,65.944972,-164.320556,2019/06/20 20:42:00+00,,,,,298,2020/01/13 09:00:00+00,,,Nome,AKGADC,,NPS,AKBLP,,NPS,Federal,NPS,,US-AK,,,2019-AKBLP-000298,{5B1745B4-4FFF-4F30-A597-9CE048C34B9B},,1,1,1,,,,{E7E735BC-DBD4-4E9C-A2C6-17F3B26D7441},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-152.1828249,63.65000109,3545636,,DEFAULT,0.1,,2010/07/16 20:00:00+00,WFMI,1.2956E+12,0.1,,,,0.1,FMO,,2011/01/18 09:00:00+00,,FEW8,,2010/05/28 00:25:00+00,,2010/07/17 07:59:59+00,,,AICC,Foraker River,,WF,FI,63.65,-152.1828,2010/05/28 00:25:00+00,,,,,237,2011/01/21 09:00:00+00,,,Denali,AKYTDC,,NPS,AKDEP,,NPS,Federal,NPS,,US-AK,,,2010-AKDEP-000237,{8CDED4BB-C142-474A-AD51-D778D81886BC},,1,1,1,,,,{E5173F96-0F99-4B5B-92CD-7C2E5282116C},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-151.7292245,63.1558012,3545637,,DEFAULT,0.1,,,WFMI,1.2956E+12,0.1,,,,0.1,FMO,,2011/01/18 09:00:00+00,,FHZ7,,2010/06/26 18:56:00+00,,2010/06/27 07:59:59+00,,,AICC,White Creek,,WF,FI,63.1558,-151.7292,,,,,,517,2011/01/21 09:00:00+00,,,Denali,AKYTDC,,NPS,AKDEP,,NPS,Federal,NPS,,US-AK,,,2010-AKDEP-000517,{820E1F4A-75AD-4ECE-A7CD-4A422A640235},,1,1,1,,,,{0FACB5E8-6917-4AA6-9285-DFFF1F9E97CE},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-148.943625,63.72530164,3545638,,DEFAULT,1.5,,2010/08/05 02:00:00+00,WFMI,1.2956E+12,1.5,,,,1.5,FMO,,2011/01/18 09:00:00+00,,FPE7,,2010/08/01 23:50:00+00,,2010/08/10 07:59:59+00,,,AICC,Hines Creek,,WF,FI,63.7253,-148.9436,2010/08/02 00:50:00+00,,,,,666,2011/01/21 09:00:00+00,,,Denali,AKYTDC,,NPS,AKDEP,,NPS,Federal,NPS,,US-AK,,,2010-AKDEP-000666,{0F6FE46D-E364-4D9B-90F3-4B3F57B34236},,3,4,25,,,,{97C141C9-527B-4957-BBF8-E2BAE470CE6A},,,,Incomplete,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0
-150.1728251,63.88530142,3545639,,DEFAULT,2534.9,,2011/08/19 22:20:00+00,WFMI,1.32809E+12,2534.9,,,,2534.9,FMO,,2011/12/06 09:00:00+00,,F60Y,,2011/07/10 02:45:00+00,,2011/08/20 07:59:59+00,,,AICC,Chitsia Mountain,,WF,FI,63.8853,-150.1728,2011/07/10 20:38:00+00,,,,,461,2012/02/01 09:00:00+00,,,Denali,AKYTDC,,NPS,AKDEP,,NPS,Federal,NPS,,US-AK,,,2011-AKDEP-000461,{E0599C68-B0E9-4AF5-83CD-59198C28B55F},,1,1,1,,,,{C3CF4555-161D-4F67-9219-9B8BBA432F76},,,,Incomplete,0,0,0,0,0,2534.9,0,0,0,0,0,0,0,0,0,0,0
-150.0369251,63.83080144,3545640,,DEFAULT,4.1,,2012/06/10 00:30:00+00,WFMI,1.35764E+12,4.1,,,,4.1,FMO,,2013/01/08 09:00:00+00,,GW3Z,,2012/06/07 03:52:00+00,,2012/06/10 07:59:59+00,,,AICC,East Fork Toklat,,WF,FI,63.8308,-150.0369,2012/06/07 03:52:00+00,,,,,180,2013/01/11 09:00:00+00,,,Denali,AKYTDC,,NPS,AKDEP,,NPS,Federal,NPS,,US-AK,,,2012-AKDEP-000180,{59AFA977-3B6C-4E9B-8B13-C2F5A6BC23E8},,1,1,1,,,,{EEC11C9D-9D32-46ED-9803-2F253BF96306},,,,Incomplete,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0
-150.914525,63.6978913,3545641,,DEFAULT,212.7,,2012/07/05 23:48:00+00,WFMI,1.35764E+12,212.7,,,,212.7,FMO,,2012/12/12 09:00:00+00,,GY5T,,2012/06/24 16:29:00+00,,2012/07/06 07:59:59+00,,,AICC,Glacier Creek,,WF,FI,63.69789,-150.9145,2012/06/24 19:26:00+00,,,,,290,2022/04/06 08:00:00+00,,,Denali,AKYTDC,,NPS,AKDEP,,NPS,Federal,NPS,,US-AK,,,2012-AKDEP-000290,{FF281327-7633-44EA-83C2-E9DF840869C4},,1,1,1,,,,{5202D308-1C39-4515-8269-F4090D43F26E},,,,Incomplete,0,0,0,0,0,212.7,0,0,0,0,0,0,0,0,0,0,0
-152.1590243,63.00400114,3545642,,DEFAULT,794.4,,2013/06/11 23:35:00+00,WFMI,1.39159E+12,794.4,,,,794.4,FMO,,2014/02/05 09:00:00+00,,HJD6,,2013/06/01 04:42:00+00,,2014/06/12 07:59:59+00,,,AICC,North Swift Fork,,WF,FI,63.004,-152.159,2013/06/01 18:52:00+00,,,,,149,2014/02/05 09:00:00+00,,,Denali,AKYTDC,,NPS,AKDEP,,NPS,Federal,NPS,,US-AK,,,2013-AKDEP-000149,{E8BCC655-E1EF-4C62-A01C-257FFAF7565C},,1,1,1,,,,{D7475341-BDAF-4CBC-9791-4C31A7A2A5F6},,,,Incomplete,0,0,0,0,0,794.4,0,0,0,0,0,0,0,0,0,0,0
-151.151125,63.74250126,3545643,,DEFAULT,3530.2,,2013/09/04 23:55:00+00,WFMI,1.39159E+12,3530.2,,,,3530.2,FMO,,2014/02/05 09:00:00+00,,HLM6,,2013/06/22 06:40:00+00,,2013/09/05 07:59:59+00,,,AICC,Bear Creek,,WF,FI,63.7425,-151.1511,2013/06/22 22:20:00+00,,,,,350,2014/02/05 09:00:00+00,,,Denali,AKYTDC,,NPS,AKDEP,,NPS,Federal,NPS,,US-AK,,,2013-AKDEP-000350,{F8BDCFDB-3193-4473-ABC5-B431327AB5AC},,1,1,1,,,,{90652EB7-8383-43BF-A1F1-CDFC36D013F6},,,,Incomplete,0,0,0,0,0,3530.2,0,0,0,0,0,0,0,0,0,0,0
-151.3676951,63.90817121,3545644,,DEFAULT,34175.7,,2013/09/04 23:45:00+00,WFMI,1.39159E+12,34175.7,,,,34175.7,FMO,,2014/02/05 09:00:00+00,,HLT1,,2013/06/23 02:32:00+00,,2013/09/05 07:59:59+00,,,AICC,Moving River,,WF,FI,63.90817,-151.36767,2013/06/23 02:32:00+00,,,,,359,2022/04/05 08:00:00+00,,,Denali,AKYTDC,,NPS,AKDEP,,NPS,Federal,NPS,,US-AK,,,2013-AKDEP-000359,{735E9292-F664-4FAB-982B-9A9A168A2747},,1,1,1,,,,{D068E148-C6DF-483F-AB64-7081DA73E370},,,,Incomplete,36.3,56,0,0,0,34083.4,0,0,0,0,0,0,0,0,0,0,0
-150.6322252,63.98890133,3545645,,DEFAULT,55302.5,,2013/10/01 16:00:00+00,WFMI,1.39168E+12,55302.5,,,,55302.5,FMO,,2014/02/06 09:00:00+00,,HL3W,,2013/06/26 01:30:00+00,,2013/10/02 07:59:59+00,,,AICC,Sandless Lake,,WF,FI,63.9889,-150.6322,2013/06/26 01:30:00+00,,,,,394,2022/04/05 08:00:00+00,,,Denali,AKYTDC,,NPS,AKDEP,,NPS,Federal,NPS,,US-AK,,,2013-AKDEP-000394,{CCC6C524-8144-41EB-8DF4-BFD77425CE47},,1,1,1,,,,{846E2D03-8836-4787-904E-358588206CCC},,,,Incomplete,0,15315.4,0,0,0,9190.5,0,0,0,0,0,0,28071.2,2725.4,0,0,0
-150.9890548,63.5225813,3545646,,DEFAULT,0.5,,2013/06/26 22:00:00+00,WFMI,1.39168E+12,0.5,,,,0.5,FMO,,2014/01/28 09:00:00+00,,HL32,,2013/06/26 02:50:00+00,,2013/07/01 07:59:59+00,,,AICC,Brooker Mountain,,WF,FI,63.52258,-150.98903,2013/06/26 02:50:00+00,,,,,398,2014/02/07 09:00:00+00,,,Denali,AKYTDC,,NPS,AKDEP,,NPS,Federal,NPS,,US-AK,,,2013-AKDEP-000398,{4BB4DA01-4397-4F66-A94F-91EE0A2B7548},,1,1,1,,,,{9FBA236B-E04E-421C-9008-BB92575A1862},,,,Incomplete,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
-150.8094648,63.46833134,3545647,,DEFAULT,2.8,,2013/06/26 22:00:00+00,WFMI,1.39168E+12,2.8,,,,2.8,FMO,,2014/01/28 09:00:00+00,,HL35,,2013/06/26 03:20:00+00,,2013/06/29 07:59:59+00,,,AICC,Xerxes,,WF,FI,63.46833,-150.80944,2013/06/26 04:45:00+00,,,,,400,2014/02/07 09:00:00+00,,,Denali,AKYTDC,,NPS,AKDEP,,NPS,Federal,NPS,,US-AK,,,2013-AKDEP-000400,{8F08566E-1485-4960-A24D-AF08375357A3},,1,1,1,,,,{D19D2646-B43C-4A6D-9C0D-E3A097BAE895},,,,Incomplete,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0
-150.143325,63.69280143,3545648,,DEFAULT,33413.1,,2013/09/04 22:45:00+00,WFMI,1.39168E+12,33413.1,,,,33413.1,FMO,,2014/02/06 09:00:00+00,,HL5V,,2013/06/27 05:17:00+00,,2013/09/05 07:59:59+00,,,AICC,Toklat River East,,WF,FI,63.6928,-150.1433,2013/06/27 05:17:00+00,,,,,429,2022/04/05 08:00:00+00,,,Denali,AKYTDC,,NPS,AKDEP,,NPS,Federal,NPS,,US-AK,,,2013-AKDEP-000429,{209C2EE4-27E6-4635-8223-ED59DB186E42},,1,1,1,,,,{201260EC-81DF-4617-90A9-92EC992B46C4},,,,Incomplete,0,0,0,0,0,33413.1,0,0,0,0,0,0,0,0,0,0,0
-150.1750251,63.83117142,3545649,,DEFAULT,704.2,,2013/07/24 23:30:00+00,WFMI,1.39168E+12,704.2,,,,704.2,FMO,,2014/01/29 09:00:00+00,,HL5X,,2013/06/27 05:24:00+00,,2013/07/25 07:59:59+00,,,AICC,Wigand Creek,,WF,FI,63.83117,-150.175,2013/06/27 05:24:00+00,,,,,430,2014/02/06 09:00:00+00,,,Denali,AKYTDC,,NPS,AKDEP,,NPS,Federal,NPS,,US-AK,,,2013-AKDEP-000430,{E72A47EB-5FBC-4A9D-AFD2-9B97795B363C},,1,1,1,,,,{210E587C-14B1-473F-BB55-47B1F5AFE3CC},,,,Incomplete,0,0,0,0,0,704.2,0,0,0,0,0,0,0,0,0,0,0
-150.0785249,63.66517145,3545650,,DEFAULT,0.1,,2013/07/09 01:45:00+00,WFMI,1.39168E+12,0.1,,,,0.1,FMO,,2014/02/06 09:00:00+00,,HL5W,,2013/06/27 05:17:00+00,,2013/07/09 07:59:59+00,,,AICC,Wyoming Hills,,WF,FI,63.66517,-150.0785,2013/06/27 05:17:00+00,,,,,431,2014/02/06 09:00:00+00,,,Denali,AKYTDC,,NPS,AKDEP,,NPS,Federal,NPS,,US-AK,,,2013-AKDEP-000431,{975F3718-6030-4313-AD73-FD1B38AB0FC7},,1,1,1,,,,{35CA30BB-40C4-4ED0-B1A6-A88C4568A591},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-151.3525248,63.57560124,3545651,,DEFAULT,4368.5,,2013/09/05 00:03:00+00,WFMI,1.39176E+12,4368.5,,,,4368.5,FMO,,2014/02/07 09:00:00+00,,HMB3,,2013/06/29 04:10:00+00,,2013/09/05 07:59:59+00,,,AICC,McKinley River East,,WF,FI,63.5756,-151.3525,2013/06/29 04:10:00+00,,,,,466,2022/04/05 08:00:00+00,,,Denali,AKYTDC,,NPS,AKDEP,,NPS,Federal,NPS,,US-AK,,,2013-AKDEP-000466,{1890A132-7CF9-49E5-B413-B63F01A20C1D},,1,1,1,,,,{D38554EA-1088-4102-A2BF-3291319E30CA},,,,Incomplete,0,0,0,0,0,4368.5,0,0,0,0,0,0,0,0,0,0,0
-151.3500252,63.95581121,3545652,,DEFAULT,559.4,,2013/07/05 04:00:00+00,WFMI,1.39176E+12,559.4,,,,559.4,FMO,,2014/01/28 09:00:00+00,,HMG0,,2013/06/29 21:20:00+00,,2013/07/05 07:59:59+00,,,AICC,Chilchukabena Lake,,WF,FI,63.95581,-151.35,2013/06/29 21:20:00+00,,,,,470,2022/04/05 08:00:00+00,,,Denali,AKYTDC,,NPS,AKDEP,,NPS,Federal,NPS,,US-AK,,,2013-AKDEP-000470,{A4A1FE90-EEE1-403E-ADF3-90830C3D90BF},,1,1,1,,,,{755C4A62-8C18-4D88-AE78-FC3B1A96DF80},,,,Incomplete,0,0,0,0,0,559.4,0,0,0,0,0,0,0,0,0,0,0
-152.1017247,63.46780112,3545653,,DEFAULT,12934.5,,2013/09/05 00:15:00+00,WFMI,1.39176E+12,12934.5,,,,12934.5,FMO,,2014/01/28 09:00:00+00,,HN86,,2013/07/06 21:30:00+00,,2013/09/05 07:59:59+00,,,AICC,Castle Rocks,,WF,FI,63.4678,-152.1017,2013/07/06 21:30:00+00,,,,,518,2022/04/05 08:00:00+00,,,Denali,AKYTDC,,NPS,AKDEP,,NPS,Federal,NPS,,US-AK,,,2013-AKDEP-000518,{48B6226F-5B5E-4005-B9E7-7715C55745BA},,1,1,1,,,,{0591A1A2-BC99-4666-9FFB-CE0ADAD0B5C6},,,,Incomplete,0,0,0,0,0,12934.5,0,0,0,0,0,0,0,0,0,0,0
-151.2550247,63.34920127,3545654,,DEFAULT,4029.4,,2015/07/17 02:00:00+00,WFMI,1.45069E+12,4029.4,,,,4029.4,FMO,,2015/11/10 09:00:00+00,,JTN3,,2015/06/22 00:16:00+00,,2015/07/17 07:59:59+00,,,AICC,Iron,,WF,FI,63.3492,-151.255,2015/06/22 00:16:00+00,,,,,460,2022/04/05 08:00:00+00,,,Denali,AKYTDC,,NPS,AKDEP,,NPS,Federal,NPS,,US-AK,,,2015-AKDEP-000460,{5826C7EA-424C-4884-AAAC-B8B833FF1CA3},,1,1,1,,,,{EE2DE87A-C0A5-40A5-83E8-363AC24A3AE5},,,,Incomplete,0,0,0,0,0,4029.4,0,0,0,0,0,0,0,0,0,0,0
-151.1989247,63.37080128,3545655,,DEFAULT,452.1,,2015/07/06 01:50:00+00,WFMI,1.45077E+12,452.1,,,,452.1,FMO,,2015/11/10 09:00:00+00,,JTN7,,2015/06/22 00:20:00+00,,2015/07/06 07:59:59+00,,,AICC,McLeod,,WF,FI,63.3708,-151.1989,2015/06/22 00:20:00+00,,,,,463,2015/12/22 09:00:00+00,,,Denali,AKYTDC,,NPS,AKDEP,,NPS,Federal,NPS,,US-AK,,,2015-AKDEP-000463,{D9AD796B-A086-4464-BCB9-6129C3B06435},,1,1,1,,,,{D9262B8E-28E0-4945-B04E-2B9FCCC1CD69},,,,Incomplete,0,0,0,0,0,452.1,0,0,0,0,0,0,0,0,0,0,0
-151.7658246,63.34080118,3545656,,DEFAULT,836.5,,2015/07/17 02:00:00+00,WFMI,1.45077E+12,836.5,,,,836.5,FMO,,2015/11/10 09:00:00+00,,JTQ0,,2015/06/22 00:37:00+00,,2015/07/17 07:59:59+00,,,AICC,Foraker River,,WF,FI,63.3408,-151.7658,2015/06/22 00:37:00+00,,,,,474,2022/04/06 08:00:00+00,,,Denali,AKYTDC,,NPS,AKDEP,,NPS,Federal,NPS,,US-AK,,,2015-AKDEP-000474,{4ECAFC59-756D-4BE9-9809-904E46C2F6EA},,1,1,1,,,,{FA208EE0-DB26-45F2-97F7-EDE011D5280C},,,,Incomplete,0,0,0,0,0,836.5,0,0,0,0,0,0,0,0,0,0,0
-150.9789249,63.6261013,3545657,,DEFAULT,5646.9,,2015/08/15 00:00:00+00,WFMI,1.45077E+12,5646.9,,,,5646.9,FMO,,2015/11/10 09:00:00+00,,JT1A,,2015/06/23 02:57:00+00,,2015/08/15 07:59:59+00,,,AICC,Bear Creek,,WF,FI,63.6261,-150.9789,2015/06/23 03:48:00+00,,,,,543,2022/04/05 08:00:00+00,,,Denali,AKYTDC,,NPS,AKDEP,,NPS,Federal,NPS,,US-AK,,,2015-AKDEP-000543,{4A62A466-3EA2-4F99-9B36-6A042FD09574},,1,1,1,,,,{63784F7A-D59F-403C-BB97-5481A1AA121C},,,,Incomplete,0,0,0,0,0,5646.9,0,0,0,0,0,0,0,0,0,0,0
-152.1128845,63.16483114,3545658,,DEFAULT,754.2,,2015/07/07 01:37:00+00,WFMI,1.45086E+12,754.2,,,,754.2,FMO,,2015/11/10 09:00:00+00,,JT3E,,2015/06/22 22:50:00+00,,2015/07/07 07:59:59+00,,,AICC,Herron,,WF,FI,63.16483,-152.11286,2015/06/22 22:50:00+00,,,,,571,2022/04/06 08:00:00+00,,,Denali,AKYTDC,,NPS,AKDEP,,NPS,Federal,NPS,,US-AK,,,2015-AKDEP-000571,{E858EE0F-C26A-4D31-B0F4-641C262F571C},,1,1,1,,,,{6D4ED15E-1675-4C54-BC6C-70BD0B5C5A52},,,,Incomplete,0,0,0,0,0,754.2,0,0,0,0,0,0,0,0,0,0,0
-152.016725,63.80920111,3545659,,DEFAULT,46545.3,,2015/09/29 22:15:00+00,WFMI,1.45086E+12,46545.3,,,,46545.3,FMO,,2015/11/10 09:00:00+00,,JT9G,,2015/06/25 21:52:00+00,,2015/09/30 07:59:59+00,,,AICC,Carlson Lake,,WF,FI,63.8092,-152.0167,2015/06/25 23:04:00+00,,,,,635,2015/12/23 09:00:00+00,,,Denali,AKYTDC,,NPS,AKDEP,,NPS,Federal,NPS,,US-AK,,,2015-AKDEP-000635,{50A5CA52-A9D2-4303-BD0A-821E5E3863CD},,1,1,1,,,,{70A9F7A1-D3A6-4622-BD09-FABA4E672CD2},,,,Incomplete,0,0,0,0,0,46543.3,0,0,0,0,0,0,2,0,0,0,0
-150.698055,63.72219134,3545660,,DEFAULT,39.8,,2015/07/07 02:50:00+00,WFMI,1.45086E+12,39.8,,,,39.8,FMO,,2015/11/10 09:00:00+00,,JT92,,2015/06/25 23:36:00+00,,2015/07/07 07:59:59+00,,,AICC,Bear Paw,,WF,FI,63.72219,-150.69803,2015/06/26 01:14:00+00,,,,,639,2015/12/23 09:00:00+00,,,Denali,AKYTDC,,NPS,AKDEP,,NPS,Federal,NPS,,US-AK,,,2015-AKDEP-000639,{0AACDF42-F91F-4EC5-A53E-AD24661E9B5C},,1,1,1,,,,{468C80DD-666D-42F1-AB46-6C85C750D420},,,,Incomplete,0,0,0,0,0,39.8,0,0,0,0,0,0,0,0,0,0,0
-152.1025247,63.39890112,3545661,,DEFAULT,224.4,,2015/07/07 02:00:00+00,WFMI,1.45086E+12,224.4,,,,224.4,FMO,,2015/11/10 09:00:00+00,,JUA9,,2015/06/25 01:30:00+00,,2015/07/07 07:59:59+00,,,AICC,Castle Rock,,WF,FI,63.3989,-152.1025,2015/06/26 03:19:00+00,,,,,650,2022/04/06 08:00:00+00,,,Denali,AKYTDC,,NPS,AKDEP,,NPS,Federal,NPS,,US-AK,,,2015-AKDEP-000650,{2D26DAB0-26F1-4984-9675-3CC9A36C2DFA},,1,1,1,,,,{8DD429E4-519A-450A-8F76-53B8779AAFC1},,,,Incomplete,0,0,0,0,0,224.4,0,0,0,0,0,0,0,0,0,0,0
-151.435325,63.76303121,3545662,,DEFAULT,361.3,,2015/07/30 02:05:00+00,WFMI,1.45086E+12,361.3,,,,361.3,FMO,,2015/11/10 09:00:00+00,,JUB2,,2015/06/26 01:37:00+00,,2015/07/30 07:59:59+00,,,AICC,Chilchukabena,,WF,FI,63.76303,-151.4353,2015/06/26 05:44:00+00,,,,,652,2015/12/23 09:00:00+00,,,Denali,AKYTDC,,NPS,AKDEP,,NPS,Federal,NPS,,US-AK,,,2015-AKDEP-000652,{561A2EBC-7628-4DDE-BED4-8CBE6E3B486F},,1,1,1,,,,{25F9A1CA-F6E7-4DFF-8882-E9D1E40C7BF3},,,,Incomplete,0,0,0,0,0,361.3,0,0,0,0,0,0,0,0,0,0,0
-150.9697251,63.86750128,3545663,,DEFAULT,2424.9,,2015/08/21 02:16:00+00,WFMI,1.45129E+12,2424.9,,,,2424.9,FMO,,2015/11/10 09:00:00+00,,JUB4,,2015/06/25 21:20:00+00,,2015/08/21 07:59:59+00,,,AICC,Moose Creek,,WF,FI,63.8675,-150.9697,2015/06/26 01:22:00+00,,,,,654,2022/04/05 08:00:00+00,,,Denali,AKYTDC,,NPS,AKDEP,,NPS,Federal,NPS,,US-AK,,,2015-AKDEP-000654,{9761EF64-F04A-4B3C-894B-643948B13E2A},,1,1,1,,,,{C269C3CD-16F8-4DCE-9090-4A91AC743352},,,,Incomplete,0,0,0,0,0,2424.9,0,0,0,0,0,0,0,0,0,0,0
-151.0163549,63.64000129,3545664,,DEFAULT,127.8,,2015/06/24 22:24:00+00,WFMI,1.45129E+12,127.8,,,,127.8,FMO,,2015/11/10 09:00:00+00,,JU7F,,2015/06/24 06:00:00+00,,2015/06/30 07:59:59+00,,,AICC,Flat Creek,,WF,FI,63.64,-151.01633,2015/06/24 06:00:00+00,,,,,676,2022/04/06 08:00:00+00,,,Denali,AKYTDC,,NPS,AKDEP,,NPS,Federal,NPS,,US-AK,,,2015-AKDEP-000676,{0906909A-ECDD-42A0-95EC-31E84F7947DB},,1,1,1,,,,{0E55C079-7D38-435E-961D-C74253BFA7B0},,,,Incomplete,0,0,0,0,0,127.8,0,0,0,0,0,0,0,0,0,0,0
-152.1091349,63.6395811,3545665,,DEFAULT,1949.4,,2015/08/25 23:00:00+00,WFMI,1.45129E+12,1949.4,,,,1949.4,FMO,,2015/11/10 09:00:00+00,,JW3N,,2015/07/07 04:03:00+00,,2015/08/26 07:59:59+00,,,AICC,Foraker,,WF,FI,63.63958,-152.10911,2015/07/09 01:50:00+00,,,,,716,2015/12/28 09:00:00+00,,,Denali,AKYTDC,,NPS,AKDEP,,NPS,Federal,NPS,,US-AK,,,2015-AKDEP-000716,{B6B3D53B-A63B-479C-AE77-0DB595D534EA},,1,1,1,,,,{B5CF24A1-B05F-47C3-9470-9AB35D900CDC},,,,Incomplete,0,0,0,0,0,1949.4,0,0,0,0,0,0,0,0,0,0,0
-150.8025252,63.92572131,3545666,,DEFAULT,20.9,,2015/08/03 01:00:00+00,WFMI,1.45129E+12,20.9,,,,20.9,FMO,,2015/11/10 09:00:00+00,,JZ04,,2015/07/24 01:11:00+00,,2015/08/03 07:59:59+00,,,AICC,Diamond,,WF,FI,63.92572,-150.8025,2015/07/29 22:45:00+00,,,,,791,2015/12/28 09:00:00+00,,,Denali,AKYTDC,,NPS,AKDEP,,NPS,Federal,NPS,,US-AK,,,2015-AKDEP-000791,{B3D2C5B1-91C0-4A00-B95E-198230E38840},,1,1,1,,,,{F6E14279-AB03-44D7-9BC4-6C3C9D961A75},,,,Incomplete,0,0,0,0,0,20.9,0,0,0,0,0,0,0,0,0,0,0
-152.0055247,63.43928114,3545667,,DEFAULT,5.4,,2015/07/29 23:30:00+00,WFMI,1.45129E+12,5.4,,,,5.4,FMO,,2015/11/10 09:00:00+00,,J0E0,,2015/07/29 23:15:00+00,,2015/07/30 07:59:59+00,,,AICC,Castle 2,,WF,FI,63.43928,-152.0055,2015/07/29 23:20:00+00,,,,,817,2015/12/28 09:00:00+00,,,Denali,AKYTDC,,NPS,AKDEP,,NPS,Federal,NPS,,US-AK,,,2015-AKDEP-000817,{B6E5BABB-7213-4372-ADC3-7FB09A0EBAA7},,1,1,1,,,,{D22E1F3E-8890-4DAE-A830-BF0F5D14CD6A},,,,Incomplete,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0
-150.6999948,63.52881135,3545668,,DEFAULT,3,,2016/05/16 17:00:00+00,WFMI,1.47652E+12,3,,,,3,FMO,,2016/10/13 08:00:00+00,,J85G,,2016/05/15 20:58:00+00,,2016/05/17 07:59:59+00,,,AICC,Glen Creek,,WF,FI,63.52881,-150.69997,2016/05/15 21:25:00+00,,,,,142,2016/10/15 08:00:00+00,,,Denali,AKYTDC,,NPS,AKDEP,,NPS,Federal,NPS,,US-AK,,,2016-AKDEP-000142,{F56B5F20-574B-4660-89E6-9E640813F8C9},,1,1,1,,,,{1D33721C-AB75-492A-91E2-6E1DCDD9778B},,,,Incomplete,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
-151.5994252,63.94780117,3545669,,DEFAULT,78.8,,2017/06/02 21:00:00+00,WFMI,1.50944E+12,78.8,,,,78.8,FMO,,2017/07/25 08:00:00+00,,K0V2,,2017/05/21 20:57:00+00,,2017/06/03 07:59:59+00,,,AICC,Muddy,,WF,FI,63.9478,-151.5994,2017/05/22 00:51:00+00,,,,,119,2017/10/31 08:00:00+00,,,Denali,AKYTDC,,NPS,AKDEP,,NPS,Federal,NPS,,US-AK,,,2017-AKDEP-000119,{AC59917F-6C35-4B98-84B1-7A6465442DB3},,1,1,1,,,,{18BAF7E9-AB11-4AF3-8B53-CEF65E304AD1},,,,Incomplete,0,0,0,0,0,78.8,0,0,0,0,0,0,0,0,0,0,0
