X,Y,OBJECTID,ABCDMisc,ADSPermissionState,CalculatedAcres,ContainmentDateTime,ControlDateTime,CreatedBySystem,CreatedOnDateTime,IncidentSize,DiscoveryAcres,DispatchCenterID,EstimatedCostToDate,FinalAcres,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FSJobCode,FSOverrideCode,GACC,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseDateTime,IsFireCauseInvestigated,IsFSAssisted,IsReimbursable,IsTrespass,LocalIncidentIdentifier,ModifiedOnDateTime,PercentContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,UniqueFireIdentifier,FORID,InitialResponseAgencies,FireCauseID,FireCauseGeneralID,FireCauseSpecificID,FireCauseSpecificDetailID,FireCauseAgeCategoryID,FireCauseActivityGroupID,GlobalID,IsCauseProhibited,ModifiedBySystem,RelatedIrwinIDs,Status,AcresBIA,AcresBLM,AcresBOR,AcresDOD,AcresDOE,AcresNPS,AcresUSFS,AcresUSFWS,AcresForeign,AcresTribal,AcresCity,AcresCounty,AcresState,AcresPrivate,AcresANCSA,AcresOtherLocal,AcresOtherFederal
-119.6638328,37.96043516,3561979,,DEFAULT,0.3,,2014/11/05 02:00:00+00,WFMI,1.41751E+12,0.3,,,,0.3,Lead Fire Dispatcher,,2014/12/31 08:00:00+00,,H9H7,,2014/07/25 18:00:00+00,,2014/11/05 07:59:59+00,,,OSCC,Deep,,WF,FI,37.96043,-119.66382,2014/07/25 21:00:00+00,,,,,80,2015/01/08 08:00:00+00,,,Tuolumne,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2014-CAYNP-000080,{6C9C31CE-885D-46E0-82D9-74D1E98E57D3},,1,1,1,,,,{266D0263-A3E3-4E9B-AEE1-2135FE87862A},,,,Incomplete,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
-119.8058128,37.78548514,3561980,,DEFAULT,2.3,,2014/08/04 17:30:00+00,WFMI,1.41206E+12,2.3,,,,2.3,Lead Fire Dispatcher,,2014/09/29 07:00:00+00,,H9LL,,2014/07/26 16:30:00+00,,2014/08/17 06:59:59+00,,,OSCC,Crane,,WF,FI,37.78548,-119.8058,2014/07/29 21:00:00+00,,,,,81,2014/11/09 08:00:00+00,,,Tuolumne,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2014-CAYNP-000081,{C0B18AD2-237C-4649-B3C6-F8F767094C0A},,1,1,1,,,,{AEF2CA8C-5594-4300-BECA-8918F0AE28CE},,,,Incomplete,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
-119.5601028,37.76194515,3561981,,DEFAULT,0.1,,2014/07/27 02:15:00+00,WFMI,1.40904E+12,0.1,,,,0.1,Lead Fire Disaptcher,,2014/08/01 07:00:00+00,,H9L6,,2014/07/26 20:59:00+00,,2014/07/27 06:59:59+00,,,OSCC,North,,WF,FI,37.76194,-119.56009,2014/07/26 22:25:00+00,,,,,82,2014/09/30 07:00:00+00,,,Mariposa,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2014-CAYNP-000082,{FD723112-A959-4D1F-920A-B651E64BA4B8},,3,9,4,,,,{94ADF728-C080-4305-90D9-E631436977E5},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-119.7800628,37.67684513,3561982,,DEFAULT,4748,,2014/09/03 01:00:00+00,WFMI,1.41733E+12,4748,,,,4748,Deputy FMO,,2014/11/30 08:00:00+00,,H9MF,,2014/07/26 22:11:00+00,,2014/11/05 07:59:59+00,,,OSCC,El Portal,,WF,FI,37.67684,-119.78005,2014/07/26 22:12:00+00,,,,,83,2015/01/29 08:00:00+00,,,Mariposa,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2014-CAYNP-000083,{F5EAC4E9-8115-4BAA-ABBC-30B07087FE85},,3,4,46,,,,{336E41E3-F5A6-43FD-8B48-D20EEEEE0D9D},,,,Incomplete,0,0,0,0,0,1146,3602,0,0,0,0,0,0,0,0,0,0
-119.6192128,37.88474516,3561983,,DEFAULT,0.3,,2014/07/31 22:00:00+00,WFMI,1.40904E+12,0.3,,,,0.3,Lead Fire Dispatcher,,2014/08/26 07:00:00+00,,H9YK,,2014/07/30 20:54:00+00,,2014/08/22 06:59:59+00,,,OSCC,McSwain,,WF,FI,37.88474,-119.6192,2014/07/31 14:25:00+00,,,,,87,2014/12/02 08:00:00+00,,,Tuolumne,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2014-CAYNP-000087,{EBB6C030-4DE2-4C08-87E4-709A713B6EAA},,1,1,1,,,,{8C3738BA-57D0-4495-958D-DA3DF3D8C137},,,,Incomplete,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
-119.3220127,37.81000517,3561984,,DEFAULT,0.1,,2014/08/02 01:30:00+00,WFMI,1.41751E+12,0.1,,,,0.1,Battalion Chief,,2014/12/02 08:00:00+00,,JA37,,2014/08/01 23:58:00+00,,2014/08/11 06:59:59+00,,,OSCC,Evelyn,,WF,FI,37.81,-119.322,2014/08/02 01:00:00+00,,,,,91,2015/01/05 08:00:00+00,,,Tuolumne,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2014-CAYNP-000091,{C4C36DCC-7AC1-4C97-92FB-59A5213AFB77},,1,1,1,,,,{530B87A5-C590-4539-B1B7-C935CE9B8F0C},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-119.5603128,37.78220515,3561985,,DEFAULT,0.1,,2014/08/07 01:00:00+00,WFMI,1.42001E+12,0.1,,,,0.1,Lead Fire Dispatcher,,2014/12/31 08:00:00+00,,JA4A,,2014/08/06 00:10:00+00,,2014/08/07 06:59:59+00,,,OSCC,Porcupine,,WF,FI,37.7822,-119.5603,2014/08/06 00:15:00+00,,,,,92,2015/01/08 08:00:00+00,,,Mariposa,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2014-CAYNP-000092,{82BE189D-4C66-48B6-BF23-5A9648A24966},,3,9,64,,,,{025DBEF0-1AFC-493C-94C7-D16557EB38CD},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-119.5997828,37.81744515,3561986,,DEFAULT,0.1,,2014/08/08 03:41:00+00,WFMI,1.41552E+12,0.1,,,,0.1,Lead Fire Dispatcher,,2014/11/09 08:00:00+00,,JA8F,,2014/08/08 01:45:00+00,,2014/08/10 06:59:59+00,,,OSCC,Creek,,WF,FI,37.81744,-119.59977,2014/08/08 01:47:00+00,,,,,93,2014/11/09 08:00:00+00,,,Mariposa,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2014-CAYNP-000093,{88BF06AC-BCC0-485B-A211-9E7FFD1E4C56},,1,1,1,,,,{6A892D7C-8F80-4F4E-AD92-8DD13CF69063},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-119.6018328,37.83646515,3561987,,DEFAULT,0.1,,2014/08/08 16:34:00+00,WFMI,1.41552E+12,0.1,,,,0.1,Lead Fire Dispatcher,,2014/11/09 08:00:00+00,,JA8T,,2014/08/08 14:06:00+00,,2014/08/10 06:59:59+00,,,OSCC,Campground,,WF,FI,37.83646,-119.60182,2014/08/08 14:27:00+00,,,,,94,2014/11/09 08:00:00+00,,,Mariposa,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2014-CAYNP-000094,{9B5CE601-1E40-4566-9048-CD63F8CFDE89},,1,1,1,,,,{3535E245-A448-4FF9-B894-F386A8F0D3A2},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-119.5956628,37.81738515,3561988,,DEFAULT,0.1,,2014/08/08 17:51:00+00,WFMI,1.41552E+12,0.1,,,,0.1,Lead FIre Dispatcher,,2014/11/09 08:00:00+00,,JA82,,2014/08/08 16:47:00+00,,2014/08/13 06:59:59+00,,,OSCC,Granite,,WF,FI,37.81738,-119.59565,2014/08/08 16:48:00+00,,,,,95,2014/11/09 08:00:00+00,,,Mariposa,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2014-CAYNP-000095,{C7CDACD4-D1C9-48C4-8F92-4F541FCD9532},,1,1,1,,,,{17115A3D-A23A-4068-B4FD-7F1F58D48E4D},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-119.8559128,37.77786513,3561989,,DEFAULT,2.1,,2014/08/15 18:30:00+00,WFMI,1.41206E+12,2.1,,,,2.1,Lead Fire Dispatcher,,2014/09/30 07:00:00+00,,JBU7,,2014/08/10 22:45:00+00,,2014/08/22 06:59:59+00,,,OSCC,Hazel,,WF,FI,37.77786,-119.8559,2014/08/10 23:45:00+00,,,,,96,2014/11/09 08:00:00+00,,,Tuolumne,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2014-CAYNP-000096,{40424278-E284-443A-8ECF-A4B616E9A94F},,1,1,1,,,,{23DA7B21-DC41-4D91-813B-1F045702D0D5},,,,Incomplete,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0
-119.5090128,37.71229515,3561990,,DEFAULT,4776,,2014/09/24 18:52:00+00,WFMI,1.41751E+12,4776,,,,4776,Battalion Chief,,2014/12/02 08:00:00+00,,JCD0,,2014/08/14 16:46:00+00,,2014/11/01 06:59:59+00,,,OSCC,Meadow,,WF,FI,37.71229,-119.509,2014/09/04 15:00:00+00,,,,,101,2015/01/05 08:00:00+00,,,Mariposa,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2014-CAYNP-000101,{C605E68E-2059-43FD-9AF2-63A2A583E425},,1,1,1,,,,{CB2ED62D-DE00-4F1D-888C-EBFFDD32FFAB},,,,Incomplete,0,0,0,0,0,4776,0,0,0,0,0,0,0,0,0,0,0
-119.5830128,38.11700518,3561991,,DEFAULT,0.1,,2014/11/01 01:00:00+00,WFMI,1.41552E+12,0.1,,,,0.1,Duty Officer,,2014/11/09 08:00:00+00,,JCK6,,2014/08/15 17:47:00+00,,2014/11/01 06:59:59+00,,,OSCC,Snow,,WF,FI,38.117,-119.583,2014/08/15 17:47:00+00,,,,,102,2014/11/09 08:00:00+00,,,Tuolumne,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2014-CAYNP-000102,{CFE99CC8-09F3-41DE-B66B-5CC042DE8FB1},,1,1,1,,,,{C8112B74-4D3A-4F63-A153-9E454A59D6F6},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-119.3380127,37.68500516,3561992,,DEFAULT,0.1,,2014/08/28 02:00:00+00,WFMI,1.41751E+12,0.1,,,,0.1,Battalion Chief,,2014/12/02 08:00:00+00,,JDN9,,2014/08/28 00:13:00+00,,2014/09/07 06:59:59+00,,,OSCC,Triple,,WF,FI,37.685,-119.338,2014/08/28 01:00:00+00,,,,,109,2015/01/05 08:00:00+00,,,Madera,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2014-CAYNP-000109,{2CAA31A8-E7E1-4782-8B3F-1B60EC2B1EE8},,3,13,4,,,,{7D981DD7-ED2F-4A0D-83E1-6C5FCB4208DB},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-119.6332328,37.72441514,3561993,,DEFAULT,0.1,,2014/08/31 21:00:00+00,WFMI,1.41552E+12,0.1,,,,0.1,Lead Fire Dispatcher,,2014/11/09 08:00:00+00,,JDT6,,2014/08/31 20:09:00+00,,2014/09/01 06:59:59+00,,,OSCC,El Cap,,WF,FI,37.72441,-119.63322,2014/08/31 20:30:00+00,,,,,111,2014/11/10 08:00:00+00,,,Mariposa,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2014-CAYNP-000111,{80C7BCC8-C9C0-421B-9064-70A9F7A26B53},,3,13,4,,,,{EBE314B7-4225-4F3F-ABC8-2A997823EEE5},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-119.5720828,37.74824515,3561994,,DEFAULT,0.1,,2014/09/01 16:00:00+00,WFMI,1.41552E+12,0.1,,,,0.1,Lead Fire Dispatcher,,2014/11/09 08:00:00+00,,JDU9,,2014/09/01 12:21:00+00,,2014/09/02 06:59:59+00,,,OSCC,Carabiner,,WF,FI,37.74824,-119.57207,2014/09/01 12:40:00+00,,,,,112,2014/11/10 08:00:00+00,,,Mariposa,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2014-CAYNP-000112,{C783F23D-2C17-4D63-B063-130B2DC5EC6D},,3,10,65,,,,{155F2799-8639-469F-8B7D-0E5695A7A24F},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-119.4797627,37.65944515,3561995,,DEFAULT,0.1,,2014/09/03 01:00:00+00,WFMI,1.41561E+12,0.1,,,,0.1,Lead Fire Dispatcher,,2014/11/09 08:00:00+00,,JDY8,,2014/09/02 19:50:00+00,,2014/09/03 06:59:59+00,,,OSCC,Illilouette,,WF,FI,37.65944,-119.47975,2014/09/02 22:00:00+00,,,,,113,2014/12/02 08:00:00+00,,,Mariposa,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2014-CAYNP-000113,{12B93F7D-4E08-4D2B-86B5-FEAFD7B34534},,3,9,64,,,,{EAB29C41-89C9-46E7-A59B-6BFC58ABEAD8},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-119.6167828,37.86799516,3561996,,DEFAULT,0.1,,2014/09/09 00:30:00+00,WFMI,1.41561E+12,0.1,,,,0.1,Lead Fire Dispatcher,,2014/11/09 08:00:00+00,,JD6R,,2014/09/08 17:43:00+00,,2014/09/10 06:59:59+00,,,OSCC,Lukens North,,WF,FI,37.86799,-119.61677,2014/09/08 22:00:00+00,,,,,114,2014/11/10 08:00:00+00,,,Tuolumne,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2014-CAYNP-000114,{6DF0062A-637C-420D-BA2C-C51FB05A73A3},,3,9,64,,,,{EC600D00-3FD3-4AF7-94E7-61FC9A6A31F7},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-119.8835828,37.97874515,3561997,,DEFAULT,0.1,,2014/09/10 01:00:00+00,WFMI,1.41561E+12,0.1,,,,0.1,Lead Fire Dispatcher,,2014/11/09 08:00:00+00,,JD7F,,2014/09/09 17:33:00+00,,2014/09/11 06:59:59+00,,,OSCC,Eleanor,,WF,FI,37.97874,-119.88357,2014/09/09 19:00:00+00,,,,,115,2014/11/10 08:00:00+00,,,Tuolumne,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2014-CAYNP-000115,{D7D7822C-FAB6-45CB-958B-21C997A91E46},,1,1,1,,,,{3A75C0D4-AFB4-4809-87D5-261E3136B9F4},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-119.5840528,37.91073516,3561998,,DEFAULT,1,,2014/11/01 01:00:00+00,WFMI,1.41552E+12,1,,,,1,Duty Officer,,2014/11/09 08:00:00+00,,JEP9,,2014/09/16 20:02:00+00,,2014/11/01 06:59:59+00,,,OSCC,Double Rock,,WF,FI,37.91073,-119.58404,2014/09/16 20:24:00+00,,,,,118,2014/11/09 08:00:00+00,,,Tuolumne,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2014-CAYNP-000118,{0D5D1EF8-9A3C-4E54-9548-1D9ABC1BA4E1},,1,1,1,,,,{874CCB8D-BB06-4583-9619-570C6A53128E},,,,Incomplete,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-119.2763527,37.82061518,3561999,,DEFAULT,0.1,,2014/09/21 01:00:00+00,WFMI,1.41552E+12,0.1,,,,0.1,Lead Fire Dispatcher,,2014/11/09 08:00:00+00,,JER3,,2014/09/15 19:31:00+00,,2014/09/21 06:59:59+00,,,OSCC,Potter,,WF,FI,37.82061,-119.27634,2014/09/17 18:10:00+00,,,,,119,2014/11/09 08:00:00+00,,,Tuolumne,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2014-CAYNP-000119,{2A39735A-F133-4039-BE30-1DF891A5F251},,3,9,64,,,,{C9B58EE9-34E9-47FB-A83B-C324FA42931C},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-119.7391128,37.74989514,3562000,,DEFAULT,0.1,,2014/09/21 17:55:00+00,WFMI,1.41561E+12,0.1,,,,0.1,Lead Fire Dispatcher,,2014/11/10 08:00:00+00,,JE2G,,2014/09/21 16:00:00+00,,2014/09/22 06:59:59+00,,,OSCC,Tamarack,,WF,FI,37.74989,-119.7391,2014/09/21 17:00:00+00,,,,,120,2014/11/10 08:00:00+00,,,Mariposa,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2014-CAYNP-000120,{92A8A1F9-EDD0-4DE9-AA46-5DF6C0ED4753},,3,9,64,,,,{2EE82136-5D75-476A-968B-905ED7DF0624},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-119.7463128,37.67689513,3562001,,DEFAULT,312,,2014/11/03 02:00:00+00,WFMI,1.41751E+12,312,,,,312,Deputy FMO,,2014/11/30 08:00:00+00,,JFH9,,2014/10/07 21:39:00+00,,2014/11/05 07:59:59+00,,,OSCC,Dog Rock,,WF,FI,37.67689,-119.7463,2014/10/07 21:41:00+00,,,,,124,2015/01/29 08:00:00+00,,,Mariposa,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2014-CAYNP-000124,{0D9FE697-748C-4BAF-929C-E4D7427AA106},,3,4,30,,,,{DC970BE5-D69A-4147-A88E-CBE8ED022062},,,,Incomplete,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0
-119.7019528,37.82823515,3562002,,DEFAULT,0.1,,2014/10/18 18:00:00+00,WFMI,1.41578E+12,0.1,,,,0.1,Lead Fire Dispatcher,,2014/11/12 08:00:00+00,,JFZ2,,2014/10/16 16:47:00+00,,2014/10/26 06:59:59+00,,,OSCC,Jack,,WF,FI,37.82823,-119.70194,2014/10/16 18:00:00+00,,,,,126,2015/01/08 08:00:00+00,,,Tuolumne,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2014-CAYNP-000126,{18E7581E-1CC7-49CD-97D5-6C8C36782C99},,3,9,64,,,,{0D216C53-DE7B-4ED2-A9A2-4D7F15C2BBCB},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-119.6460628,37.54524512,3562003,,DEFAULT,0.1,,2014/10/17 01:00:00+00,WFMI,1.42001E+12,0.1,,,,0.1,Lead Fire Dispatcher,,2014/12/31 08:00:00+00,,JFZ9,,2014/10/16 20:02:00+00,,2014/10/18 06:59:59+00,,,OSCC,Chilnualna,,WF,FI,37.54524,-119.64605,2014/10/16 20:05:00+00,,,,,127,2015/01/08 08:00:00+00,,,Mariposa,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2014-CAYNP-000127,{A197B84F-5BDB-4A24-BD87-5E7AF8E9F5DA},,3,13,4,,,,{FB6FD040-171D-4648-8882-9E318F9530A9},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-119.5925328,37.75721515,3562004,,DEFAULT,0.1,,2014/10/18 20:50:00+00,WFMI,1.41561E+12,0.1,,,,0.1,Lead Fire Dispatcher,,2014/11/10 08:00:00+00,,JF2D,,2014/10/18 19:00:00+00,,2014/10/19 06:59:59+00,,,OSCC,Point,,WF,FI,37.75721,-119.59252,2014/10/18 20:25:00+00,,,,,128,2014/11/10 08:00:00+00,,,Mariposa,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2014-CAYNP-000128,{B03B4DF5-81A2-4567-AC37-1EDDF4894D60},,3,10,65,,,,{FB68461F-F956-4A18-8543-F7C01592AD24},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-119.6501128,37.54141512,3562005,,DEFAULT,0.3,,2014/10/26 20:30:00+00,WFMI,1.41561E+12,0.3,,,,0.3,Lead Fire Dispatcher,,2014/11/09 08:00:00+00,,JF6V,,2014/10/26 02:36:00+00,,2014/11/04 07:59:59+00,,,OSCC,Wawona,,WF,FI,37.54141,-119.6501,2014/10/26 02:45:00+00,,,,,131,2015/01/12 08:00:00+00,,,Mariposa,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2014-CAYNP-000131,{7D592EDD-17B4-4CB9-A503-51DB95482DA4},,3,13,3,,,,{AD67A03A-2237-4DE5-9A41-3834144E3635},,,,Incomplete,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
-119.5154527,37.57796514,3562006,,DEFAULT,0.1,,2014/11/02 18:43:00+00,WFMI,1.41552E+12,0.1,,,,0.1,Lead Fire Dispatcher,,2014/11/09 08:00:00+00,,JF6W,,2014/10/26 16:15:00+00,,2014/11/03 07:59:59+00,,,OSCC,Minnow,,WF,FI,37.57796,-119.51544,2014/10/27 19:58:00+00,,,,,132,2014/11/09 08:00:00+00,,,Madera,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2014-CAYNP-000132,{5CB6F335-5753-4C6A-B61D-A1FF7424DAA8},,3,,,,,,{21E7D5AC-4087-430D-B76F-98176C1C8406},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-119.5899628,37.76099515,3562007,,DEFAULT,0.1,,2014/11/15 02:00:00+00,WFMI,1.41595E+12,0.1,,,,0.1,Lead Fire Dispatcher,,2014/11/14 08:00:00+00,,JGL6,,2014/11/10 18:54:00+00,,2014/11/15 07:59:59+00,,,OSCC,Castle,,WF,FI,37.76099,-119.58995,2014/11/10 19:00:00+00,,,,,133,2015/01/08 08:00:00+00,,,Mariposa,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2014-CAYNP-000133,{905E7097-AE9A-4E21-8A45-2FEB737B7CB0},,3,9,64,,,,{9FD8F64E-5C16-42E7-B2FF-BA86C168C2A4},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-119.5723088,37.74230815,3562008,,DEFAULT,0.1,,2015/01/24 16:45:00+00,WFMI,1.42209E+12,0.1,,,,0.1,Lead Fire Dispatcher,,2015/01/24 08:00:00+00,,JH2X,,2015/01/24 15:53:00+00,,2015/01/25 07:59:59+00,,,OSCC,Ahwahnee,,WF,FI,37.742303,-119.572296,2015/01/24 16:30:00+00,,,,,1,2015/01/24 08:00:00+00,,,Mariposa,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2015-CAYNP-000001,{91ADB98C-1EBF-4B21-BCBF-B673BB6000E5},,3,13,4,,,,{767FD836-F0D9-441D-A1A0-1A9015F8BB93},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-119.8432828,37.78212513,3562009,,DEFAULT,0.1,,2015/03/11 23:00:00+00,WFMI,1.42882E+12,0.1,,,,0.1,CHIEF,,2015/04/12 07:00:00+00,,JJ52,,2015/03/11 13:20:00+00,,2015/04/01 06:59:59+00,,,OSCC,Green,,WF,FI,37.78212,-119.84327,2015/03/11 18:30:00+00,,,,,4,2015/12/14 08:00:00+00,,,Tuolumne,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2015-CAYNP-000004,{4AA21D26-00DD-45D4-A9F1-728010B24814},,1,1,1,,,,{FB9FCAEB-159D-463A-8FA6-AAACCF9788ED},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-119.5727428,37.73947515,3562010,,DEFAULT,0.1,,2015/04/14 22:54:00+00,WFMI,1.45155E+12,0.1,,,,0.1,Lead Fire Disaptcher,,2015/12/31 08:00:00+00,,JMB2,,2015/04/14 22:29:00+00,,2015/04/15 06:59:59+00,,,OSCC,Stop 21,,WF,FI,37.73947,-119.57273,2015/04/14 22:30:00+00,,,,,5,2016/01/12 08:00:00+00,,,Mariposa,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2015-CAYNP-000005,{894AFC3F-3817-4313-A431-A0E507944FDB},,3,9,64,,,,{10296B35-A034-4B71-97B4-2B36C6FF15D3},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-119.7679628,37.72518513,3562011,,DEFAULT,0.1,,2015/04/23 23:30:00+00,WFMI,1.43081E+12,0.1,,,,0.1,Asst Center Manager,,2015/05/05 07:00:00+00,,JN1A,,2015/04/23 14:38:00+00,,2015/04/26 06:59:59+00,,,OSCC,Davis,,WF,FI,37.72518,-119.76795,2015/04/23 14:38:00+00,,,,,6,2015/12/02 08:00:00+00,,,Mariposa,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2015-CAYNP-000006,{51CA17D7-4C3E-4258-8FC6-9D6F720C0A1E},,1,1,1,,,,{F11EA285-EF42-47F8-AC04-80D8D5FCBE86},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-119.5776828,37.74825515,3562012,,DEFAULT,0.1,,2015/05/04 16:00:00+00,WFMI,1.43081E+12,0.1,,,,0.1,Lead Fire Dispatcher,,2015/12/31 08:00:00+00,,JP06,,2015/05/04 01:45:00+00,,2015/05/05 06:59:59+00,,,OSCC,Stone,,WF,FI,37.74825,-119.57767,2015/05/04 01:46:00+00,,,,,7,2016/01/12 08:00:00+00,,,Mariposa,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2015-CAYNP-000007,{73CEC1A6-6BF0-485E-A7E1-3B4F8E789754},,3,9,64,,,,{579A0F03-2FFF-4554-8CC4-CB9575AD9CA0},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-119.7945628,37.67296513,3562014,,DEFAULT,0.1,,2015/05/30 04:00:00+00,WFMI,1.43582E+12,0.1,,,,0.1,AFMO,,2015/07/02 07:00:00+00,,JQ9H,,2015/05/30 03:37:00+00,,2015/05/31 06:59:59+00,,,OSCC,O.B,,WF,FI,37.67296,-119.79455,2015/05/30 03:37:00+00,,,,,10,2015/12/14 08:00:00+00,,,Mariposa,CAYPCC,,NPS,CAYNP,,NPS,Federal,NPS,,US-CA,,,2015-CAYNP-000010,{EBE02DC1-2482-4B6B-92E3-CC5E7220984A},,3,9,64,,,,{2E334454-8946-462E-A905-DFB48A9BDB8D},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
